,dHex_count,HexNAc_count,NeuAc_count,Hex_count,LacNAc_count,Glycan_type,mass,Intensity,Rsquared,Sample_collection_time,Sample_name,Sample_collection
307,1,0,1,0,0,Core 2,1518.7154,97.0175582118079,0.994766981060264,13plus6,P24,P24-13plus6
308,1,0,0,0,1,Core 2,1606.7678,10.4917856222317,0.992078210231421,13plus6,P24,P24-13plus6
309,2,0,1,0,0,Core 2,1692.8046,44.2494283972588,0.990108567730343,13plus6,P24,P24-13plus6
310,1,0,1,1,0,Core 2,1722.8152,3.56351671385824,0.974043301204072,13plus6,P24,P24-13plus6
311,2,0,0,0,1,Core 2,1780.857,6.45053091336855,0.982704171116519,13plus6,P24,P24-13plus6
312,0,0,1,0,1,Core 2,1793.8524,7.39776320729854,0.962352783282876,13plus6,P24,P24-13plus6
313,1,0,1,0,1,Core 2,1967.9416,3.58836663766557,0.955493462759358,13plus6,P24,P24-13plus6
314,0,0,0,0,-1,Core 1,534.2262,2748.07332095376,0.999190397959278,30plus6,P24,P24-30plus6
315,0,0,1,-1,-1,STn,691.3002,755.688840072199,0.98598640338126,30plus6,P24,P24-30plus6
316,1,0,0,0,-1,Core 1,708.3154,5821.81493178061,0.999875323896865,30plus6,P24,P24-30plus6
317,0,0,1,0,-1,Core 1,895.4,3495.7261149593,0.999158145690566,30plus6,P24,P24-30plus6
318,0,0,0,0,0,Core 2,983.4524,322.42165012927,0.999049112114849,30plus6,P24,P24-30plus6
319,1,0,1,0,-1,Core 1,1069.4892,86.8168840844365,0.984027397146114,30plus6,P24,P24-30plus6
320,1,0,0,0,0,Core 2,1157.5416,212.675158380102,0.986169062352166,30plus6,P24,P24-30plus6
321,0,0,2,0,-1,Core 1,1256.5738,217.705247385021,0.996125588709671,30plus6,P24,P24-30plus6
322,2,0,0,0,0,Core 2,1331.6308,82.1980260172029,0.975204039070992,30plus6,P24,P24-30plus6
323,0,0,1,0,0,Core 2,1344.6262,98.1169802962977,0.991401087072379,30plus6,P24,P24-30plus6
324,1,1,0,0,0,Core 2,1402.668,6.68916325449772,0.905313734668105,30plus6,P24,P24-30plus6
325,0,0,0,0,1,Core 2,1432.6786,9.3854660039256,0.97777825834998,30plus6,P24,P24-30plus6
326,3,0,0,0,0,Core 2,1505.72,38.8713031806098,0.989128006953721,30plus6,P24,P24-30plus6
327,1,0,1,0,0,Core 2,1518.7154,78.069786252809,0.988370455859278,30plus6,P24,P24-30plus6
328,1,0,0,0,1,Core 2,1606.7678,6.92143419571216,0.931453115957839,30plus6,P24,P24-30plus6
329,2,0,1,0,0,Core 2,1692.8046,27.5269193510996,0.992201258258392,30plus6,P24,P24-30plus6
330,0,0,2,0,0,Core 2,1705.8,8.77410138770945,0.905017135603187,30plus6,P24,P24-30plus6
331,3,0,0,1,0,Core 2,1709.8198,2.65517311542217,0.905017135603187,30plus6,P24,P24-30plus6
332,2,0,0,0,1,Core 2,1780.857,5.33118360752022,0.90535555348916,30plus6,P24,P24-30plus6
333,3,0,0,0,1,Core 2,1954.9462,2.71533804494318,0.925749553094214,30plus6,P24,P24-30plus6
334,0,0,0,0,-1,Core 1,534.2262,2001.82039475217,0.999437623083616,16plus1,P25,P25-16plus1
335,0,0,1,-1,-1,STn,691.3002,467.801168154093,0.92535361254464,16plus1,P25,P25-16plus1
336,1,0,0,0,-1,Core 1,708.3154,2113.28705720259,0.999851444551319,16plus1,P25,P25-16plus1
337,0,0,1,0,-1,Core 1,895.4,2319.74479665071,0.997476873728878,16plus1,P25,P25-16plus1
338,1,0,0,1,-1,Core 1,912.4152,97.0519470420586,0.994137574961618,16plus1,P25,P25-16plus1
339,1,1,0,0,-1,Core 1,953.4418,7942.90679669708,0.999228972947412,16plus1,P25,P25-16plus1
340,0,0,0,0,0,Core 2,983.4524,787.066879379571,0.995883440624335,16plus1,P25,P25-16plus1
341,1,0,1,0,-1,Core 1,1069.4892,74.9133445463163,0.948759976074638,16plus1,P25,P25-16plus1
342,1,0,0,0,0,Core 2,1157.5416,106.621059166227,0.972824730895952,16plus1,P25,P25-16plus1
343,0,0,2,0,-1,Core 1,1256.5738,243.410911630885,0.994330579357434,16plus1,P25,P25-16plus1
344,1,1,1,0,-1,Core 1,1314.6156,22.7865346561854,0.956481045319723,16plus1,P25,P25-16plus1
345,2,0,0,0,0,Core 2,1331.6308,34.5021312085349,0.960044384882391,16plus1,P25,P25-16plus1
346,0,0,1,0,0,Core 2,1344.6262,105.291184621862,0.993491188696747,16plus1,P25,P25-16plus1
347,1,1,0,0,0,Core 2,1402.668,173.864642290465,0.997294911073953,16plus1,P25,P25-16plus1
348,0,0,0,0,1,Core 2,1432.6786,16.989806174157,0.960048672203056,16plus1,P25,P25-16plus1
349,1,0,1,0,0,Core 2,1518.7154,50.0941661188391,0.99776189619459,16plus1,P25,P25-16plus1
350,2,1,0,0,0,Core 2,1576.7572,39.4443277664043,0.99014614884376,16plus1,P25,P25-16plus1
351,1,0,0,0,1,Core 2,1606.7678,8.09089056868934,0.917748345727796,16plus1,P25,P25-16plus1
352,2,0,1,0,0,Core 2,1692.8046,11.6281743100009,0.991821149819151,16plus1,P25,P25-16plus1
353,3,1,0,0,0,Core 2,1750.8464,13.1733289776505,0.937713577909758,16plus1,P25,P25-16plus1
354,1,1,1,0,0,Core 2,1763.8418,15.3727433716691,0.968785165556862,16plus1,P25,P25-16plus1
355,0,0,1,0,1,Core 2,1793.8524,5.92108919162485,0.907683128443816,16plus1,P25,P25-16plus1
356,2,2,0,0,0,Core 2,1821.8836,9.54910183172606,0.971592021614141,16plus1,P25,P25-16plus1
357,1,1,0,0,1,Core 2,1851.8942,4.73701859757209,0.974718139435416,16plus1,P25,P25-16plus1
358,1,0,2,0,0,Core 2,1879.8892,9.37941539024184,0.950980298808061,16plus1,P25,P25-16plus1
359,0,0,0,0,2,Core 2,1881.9048,2.30769336269106,0.950980298808061,16plus1,P25,P25-16plus1
360,2,1,1,0,0,Core 2,1937.931,11.9506785966709,0.916239285169455,16plus1,P25,P25-16plus1
361,1,0,1,0,1,Core 2,1967.9416,6.68791772185284,0.934510471593198,16plus1,P25,P25-16plus1
362,3,2,0,0,0,Core 2,1995.9728,8.68722703400578,0.979867685371183,16plus1,P25,P25-16plus1
363,0,0,0,0,-1,Core 1,534.2262,319.225170102038,0.998042935044578,23plus5,P5,P5-23plus5
364,0,0,1,0,-1,Core 1,895.4,18.2913340406639,0.995509604194208,23plus5,P5,P5-23plus5
365,0,0,0,0,0,Core 2,983.4524,877.703576339173,0.997703544303273,23plus5,P5,P5-23plus5
366,1,0,1,0,-1,Core 1,1069.4892,10.228939166944,0.95962925966778,23plus5,P5,P5-23plus5
367,1,0,0,0,0,Core 2,1157.5416,44.09940892894,0.98864213791908,23plus5,P5,P5-23plus5
368,2,0,0,0,0,Core 2,1331.6308,9.25597823935163,0.966834516279835,23plus5,P5,P5-23plus5
369,0,0,0,0,1,Core 2,1432.6786,56.0780960191105,0.998085279373394,23plus5,P5,P5-23plus5
370,2,0,0,1,0,Core 2,1535.7306,3.7501577895408,0.903595818919462,23plus5,P5,P5-23plus5
371,1,0,0,0,1,Core 2,1606.7678,11.7864615956711,0.992330475903627,23plus5,P5,P5-23plus5
372,2,0,0,0,1,Core 2,1780.857,3.3531370722567,0.976207497335554,23plus5,P5,P5-23plus5
373,1,0,2,0,0,Core 2,1879.8892,1.01516697339053,0.995377230560592,23plus5,P5,P5-23plus5
374,0,0,0,0,2,Core 2,1881.9048,17.9238499264343,0.995377230560592,23plus5,P5,P5-23plus5
375,1,0,0,0,2,Core 2,2055.994,3.22159405945057,0.982704550686745,23plus5,P5,P5-23plus5
376,4,0,0,0,1,Core 2,2129.0354,0.949430766156704,0.908851600974024,23plus5,P5,P5-23plus5
377,2,0,0,0,2,Core 2,2230.0832,1.52575861611284,0.932847691096048,23plus5,P5,P5-23plus5
378,0,0,1,0,2,Core 2,2243.0786,0.738550488271348,0.953644915969579,23plus5,P5,P5-23plus5
391,0,0,0,0,-1,Core 1,534.2262,1503.34833597791,0.998028921304968,14plus6,P18,P18-14plus6
392,0,0,1,-1,-1,STn,691.3002,536.669271372821,0.990014261914317,14plus6,P18,P18-14plus6
393,1,0,0,0,-1,Core 1,708.3154,8366.81205630825,0.999755668783826,14plus6,P18,P18-14plus6
394,0,0,1,0,-1,Core 1,895.4,1736.8038331013,0.998863562730314,14plus6,P18,P18-14plus6
395,1,0,0,1,-1,Core 1,912.4152,6454.42637628778,0.99937730582539,14plus6,P18,P18-14plus6
396,0,0,0,0,0,Core 2,983.4524,680.701975063911,0.997905897885011,14plus6,P18,P18-14plus6
397,1,0,1,0,-1,Core 1,1069.4892,200.079274567753,0.99450929820724,14plus6,P18,P18-14plus6
398,1,0,0,0,0,Core 2,1157.5416,563.175944045318,0.995899637370993,14plus6,P18,P18-14plus6
399,0,0,2,0,-1,Core 1,1256.5738,423.924010654903,0.996201151422936,14plus6,P18,P18-14plus6
400,1,0,1,1,-1,Core 1,1273.589,70.0722110254006,0.973079434598266,14plus6,P18,P18-14plus6
401,2,0,0,0,0,Core 2,1331.6308,301.128121112136,0.986792132006498,14plus6,P18,P18-14plus6
402,0,0,1,0,0,Core 2,1344.6262,180.84352613696,0.923180568400991,14plus6,P18,P18-14plus6
403,1,0,0,1,0,Core 2,1361.6414,226.947224520424,0.993828203943147,14plus6,P18,P18-14plus6
404,1,1,0,0,0,Core 2,1402.668,64.7306183212673,0.998132521301207,14plus6,P18,P18-14plus6
405,0,0,0,0,1,Core 2,1432.6786,34.5051164245343,0.985046382285336,14plus6,P18,P18-14plus6
406,2,0,0,1,0,Core 2,1535.7306,301.716920614157,0.991067975840824,14plus6,P18,P18-14plus6
407,2,1,0,0,0,Core 2,1576.7572,59.9111277595195,0.957629751807063,14plus6,P18,P18-14plus6
408,1,0,0,0,1,Core 2,1606.7678,21.4556401830203,0.975478085097344,14plus6,P18,P18-14plus6
409,0,0,2,0,0,Core 2,1705.8,19.1636598592714,0.988416102506215,14plus6,P18,P18-14plus6
410,3,0,0,1,0,Core 2,1709.8198,142.921496000444,0.988416102506215,14plus6,P18,P18-14plus6
411,2,0,0,2,0,Core 2,1739.8304,43.5653501167778,0.98855767590824,14plus6,P18,P18-14plus6
412,2,0,0,0,1,Core 2,1780.857,18.3343891323511,0.960404069044048,14plus6,P18,P18-14plus6
413,1,0,0,1,1,Core 2,1810.8676,8.21985397473328,0.976457013483934,14plus6,P18,P18-14plus6
414,2,2,0,0,0,Core 2,1821.8836,6.35976464856453,0.95886885176322,14plus6,P18,P18-14plus6
415,1,1,0,0,1,Core 2,1851.8942,7.82964755702957,0.926478376852077,14plus6,P18,P18-14plus6
416,3,0,0,2,0,Core 2,1913.9196,27.7841469702657,0.987253892099763,14plus6,P18,P18-14plus6
417,1,0,1,0,1,Core 2,1967.9416,4.6191837864746,0.908053242316252,14plus6,P18,P18-14plus6
418,2,0,0,1,1,Core 2,1984.9568,11.3926364217927,0.971423822816868,14plus6,P18,P18-14plus6
419,0,0,1,-1,-1,STn,691.3002,1936.89829978317,0.968333094826448,21plus3,P6,P6-21plus3
420,1,0,0,0,-1,Core 1,708.3154,2881.76355698288,0.999785493054638,21plus3,P6,P6-21plus3
421,0,0,1,0,-1,Core 1,895.4,5979.21027228991,0.999949808764356,21plus3,P6,P6-21plus3
422,1,0,0,1,-1,Core 1,912.4152,517.098212158144,0.997639364220197,21plus3,P6,P6-21plus3
423,1,1,0,0,-1,Core 1,953.4418,232.273939478263,0.931959519367416,21plus3,P6,P6-21plus3
424,0,0,0,0,0,Core 2,983.4524,5771.31750015323,0.999497983181463,21plus3,P6,P6-21plus3
425,1,0,1,0,-1,Core 1,1069.4892,759.919178402078,0.996891666954722,21plus3,P6,P6-21plus3
426,1,0,0,0,0,Core 2,1157.5416,1986.90943936312,0.998679871536164,21plus3,P6,P6-21plus3
427,0,0,2,0,-1,Core 1,1256.5738,253.203652490948,0.996092413869803,21plus3,P6,P6-21plus3
428,1,0,1,1,-1,Core 1,1273.589,80.0212133019194,0.980080809747379,21plus3,P6,P6-21plus3
429,2,0,0,0,0,Core 2,1331.6308,918.824713468739,0.995380651002801,21plus3,P6,P6-21plus3
430,0,0,1,0,0,Core 2,1344.6262,901.428749770261,0.996467112605402,21plus3,P6,P6-21plus3
431,1,0,0,1,0,Core 2,1361.6414,190.609140754092,0.990203118416703,21plus3,P6,P6-21plus3
432,0,0,0,0,1,Core 2,1432.6786,95.9682210200608,0.95647089101733,21plus3,P6,P6-21plus3
433,3,0,0,0,0,Core 2,1505.72,457.139496790328,0.995957150045603,21plus3,P6,P6-21plus3
434,2,0,0,1,0,Core 2,1535.7306,292.604631265309,0.991458039394771,21plus3,P6,P6-21plus3
435,0,0,2,0,0,Core 2,1705.8,3.32674187203911,0.999411096267806,21plus3,P6,P6-21plus3
436,3,0,0,1,0,Core 2,1709.8198,373.634535230101,0.999411096267806,21plus3,P6,P6-21plus3
437,2,0,0,0,1,Core 2,1780.857,7.35192158016071,0.970953831411276,21plus3,P6,P6-21plus3
438,3,0,0,0,1,Core 2,1954.9462,4.08851999816501,0.974318195369621,21plus3,P6,P6-21plus3
439,4,1,0,0,1,Core 2,2374.1618,5.12198701172969,0.989595036155618,21plus3,P6,P6-21plus3
440,0,0,0,0,-1,Core 1,534.2262,1715.14244648188,0.998473472349974,20plus4,P3,P3-20plus4
441,0,0,1,-1,-1,STn,691.3002,116.448544577297,0.945631671307976,20plus4,P3,P3-20plus4
442,1,0,0,0,-1,Core 1,708.3154,98.3992743305643,0.938051934090888,20plus4,P3,P3-20plus4
443,0,0,1,0,-1,Core 1,895.4,851.9777530014,0.999039935979662,20plus4,P3,P3-20plus4
444,1,0,0,1,-1,Core 1,912.4152,41.3232683057511,0.977644787101218,20plus4,P3,P3-20plus4
445,0,0,0,0,0,Core 2,983.4524,985.462216124804,0.998728713970219,20plus4,P3,P3-20plus4
446,1,0,0,0,0,Core 2,1157.5416,207.248099469468,0.998112174900886,20plus4,P3,P3-20plus4
447,0,0,2,0,-1,Core 1,1256.5738,152.807083173543,0.994326392104974,20plus4,P3,P3-20plus4
448,2,0,0,0,0,Core 2,1331.6308,12.9938052075048,0.964089918484552,20plus4,P3,P3-20plus4
449,0,0,1,0,0,Core 2,1344.6262,131.43997817855,0.990373991310092,20plus4,P3,P3-20plus4
450,0,0,0,0,1,Core 2,1432.6786,43.5705085632153,0.995464887443279,20plus4,P3,P3-20plus4
451,1,0,1,0,0,Core 2,1518.7154,34.3442456629861,0.994220512164108,20plus4,P3,P3-20plus4
452,1,0,0,0,1,Core 2,1606.7678,30.276226107357,0.982891242204392,20plus4,P3,P3-20plus4
453,2,0,1,0,0,Core 2,1692.8046,3.60736713341921,0.945714967930481,20plus4,P3,P3-20plus4
454,0,0,2,0,0,Core 2,1705.8,21.3877242367786,0.990012790232048,20plus4,P3,P3-20plus4
455,3,0,0,1,0,Core 2,1709.8198,1.04670355040831,0.990012790232048,20plus4,P3,P3-20plus4
456,2,0,0,0,1,Core 2,1780.857,8.54342848631756,0.977991156963302,20plus4,P3,P3-20plus4
457,1,0,2,0,0,Core 2,1879.8892,4.42950540185224,0.943385468173876,20plus4,P3,P3-20plus4
458,0,0,0,0,2,Core 2,1881.9048,4.93278062801534,0.943385468173876,20plus4,P3,P3-20plus4
459,1,0,1,0,1,Core 2,1967.9416,6.05173166717559,0.994312160283969,20plus4,P3,P3-20plus4
460,2,0,1,0,1,Core 2,2142.0308,1.91589339940456,0.955596247635187,20plus4,P3,P3-20plus4
485,0,0,0,0,-1,Core 1,534.2262,2719.6896165567,0.99926875561935,23plus3,P12,P12-23plus3
486,0,0,1,-1,-1,STn,691.3002,305.425432285905,0.996824871862169,23plus3,P12,P12-23plus3
487,1,0,0,0,-1,Core 1,708.3154,2054.37541017018,0.999429689894494,23plus3,P12,P12-23plus3
488,0,0,1,0,-1,Core 1,895.4,529.809445102497,0.997294162228654,23plus3,P12,P12-23plus3
489,1,0,0,1,-1,Core 1,912.4152,27.009978896298,0.981176542131989,23plus3,P12,P12-23plus3
490,0,0,0,0,0,Core 2,983.4524,562.005630092417,0.996896269500176,23plus3,P12,P12-23plus3
491,1,0,1,0,-1,Core 1,1069.4892,39.5268930117639,0.963426062369721,23plus3,P12,P12-23plus3
492,1,0,0,0,0,Core 2,1157.5416,451.868252759684,0.99606899933572,23plus3,P12,P12-23plus3
493,0,0,2,0,-1,Core 1,1256.5738,24.7771232217192,0.989283707488654,23plus3,P12,P12-23plus3
494,2,0,0,0,0,Core 2,1331.6308,170.015522534669,0.990684366683912,23plus3,P12,P12-23plus3
495,0,0,1,0,0,Core 2,1344.6262,37.4845865832745,0.929990478756447,23plus3,P12,P12-23plus3
496,1,0,0,1,0,Core 2,1361.6414,9.40373661566655,0.950153272878441,23plus3,P12,P12-23plus3
497,0,0,0,0,1,Core 2,1432.6786,7.83181076115673,0.995206081949124,23plus3,P12,P12-23plus3
498,3,0,0,0,0,Core 2,1505.72,20.2468769644563,0.982777372179273,23plus3,P12,P12-23plus3
499,1,0,1,0,0,Core 2,1518.7154,21.1956708712069,0.989504797622296,23plus3,P12,P12-23plus3
500,2,0,0,1,0,Core 2,1535.7306,3.82702053852928,0.91519050268038,23plus3,P12,P12-23plus3
501,1,0,0,0,1,Core 2,1606.7678,7.50863153319954,0.989656366078748,23plus3,P12,P12-23plus3
502,2,0,1,0,0,Core 2,1692.8046,6.99145445306378,0.949347835577286,23plus3,P12,P12-23plus3
503,2,0,0,0,1,Core 2,1780.857,5.66495897491284,0.975251085776022,23plus3,P12,P12-23plus3
504,3,0,0,0,1,Core 2,1954.9462,2.95923940538398,0.91605566449723,23plus3,P12,P12-23plus3
505,4,0,0,0,1,Core 2,2129.0354,1.29698396729762,0.920462384067888,23plus3,P12,P12-23plus3
506,0,0,0,0,-1,Core 1,534.2262,1671.912,0.9470514,21plus2,P22,P22-21plus2
507,1,0,0,0,-1,Core 1,708.3154,1569.722,0.9998009,21plus2,P22,P22-21plus2
508,0,0,1,0,-1,Core 1,895.4,2608.798,0.998182,21plus2,P22,P22-21plus2
509,1,1,0,0,-1,Core 1,953.4418,3473.699,0.9801083,21plus2,P22,P22-21plus2
510,0,0,0,0,0,Core 2,983.4524,2332.614,0.9990886,21plus2,P22,P22-21plus2
511,1,0,1,0,-1,Core 1,1069.489,77.53695,0.9624083,21plus2,P22,P22-21plus2
512,1,0,0,0,0,Core 2,1157.542,415.5247,0.9946038,21plus2,P22,P22-21plus2
513,0,0,2,0,-1,Core 1,1256.574,155.9055,0.9922499,21plus2,P22,P22-21plus2
514,2,0,0,0,0,Core 2,1331.631,37.17159,0.9789267,21plus2,P22,P22-21plus2
515,0,0,1,0,0,Core 2,1344.626,285.7337,0.9968832,21plus2,P22,P22-21plus2
516,1,0,0,1,0,Core 2,1361.641,15.90057,0.9203304,21plus2,P22,P22-21plus2
517,1,1,0,0,0,Core 2,1402.668,56.75248,0.9518164,21plus2,P22,P22-21plus2
518,0,0,0,0,1,Core 2,1432.679,53.83978,0.9961479,21plus2,P22,P22-21plus2
519,3,0,0,0,0,Core 2,1505.72,10.66464,0.9896738,21plus2,P22,P22-21plus2
520,1,0,1,0,0,Core 2,1518.715,52.8495,0.9962162,21plus2,P22,P22-21plus2
521,2,0,0,1,0,Core 2,1535.731,4.619093,0.9553652,21plus2,P22,P22-21plus2
522,2,1,0,0,0,Core 2,1576.757,19.03107,0.978993,21plus2,P22,P22-21plus2
523,1,0,0,0,1,Core 2,1606.768,11.33546,0.9870342,21plus2,P22,P22-21plus2
524,2,0,1,0,0,Core 2,1692.805,7.666691,0.9836335,21plus2,P22,P22-21plus2
525,0,0,2,0,0,Core 2,1705.8,11.31836,0.9535879,21plus2,P22,P22-21plus2
526,3,0,0,1,0,Core 2,1709.82,1.924881,0.9535879,21plus2,P22,P22-21plus2
527,3,1,0,0,0,Core 2,1750.846,5.57065,0.9720613,21plus2,P22,P22-21plus2
528,1,1,1,0,0,Core 2,1763.842,7.531123,0.9762054,21plus2,P22,P22-21plus2
529,2,0,0,0,1,Core 2,1780.857,3.734497,0.940791,21plus2,P22,P22-21plus2
530,0,0,1,0,1,Core 2,1793.852,8.031977,0.9546529,21plus2,P22,P22-21plus2
531,1,0,2,0,0,Core 2,1879.889,5.125803,0.9957947,21plus2,P22,P22-21plus2
532,0,0,0,0,2,Core 2,1881.905,17.25705,0.9957947,21plus2,P22,P22-21plus2
533,2,1,1,0,0,Core 2,1937.931,5.663741,0.9541309,21plus2,P22,P22-21plus2
534,1,0,0,0,2,Core 2,2055.994,2.34749,0.9603121,21plus2,P22,P22-21plus2
535,0,0,0,0,-1,Core 1,534.2262,2821.281,0.9999244,20plus3,P21,P21-20plus3
536,1,0,0,0,-1,Core 1,708.3154,2175.387,0.999919,20plus3,P21,P21-20plus3
537,0,0,1,0,-1,Core 1,895.4,9558.266,0.9998794,20plus3,P21,P21-20plus3
538,1,0,0,1,-1,Core 1,912.4152,679.7263,0.9994131,20plus3,P21,P21-20plus3
539,1,1,0,0,-1,Core 1,953.4418,42.01156,0.923944,20plus3,P21,P21-20plus3
540,0,0,0,0,0,Core 2,983.4524,125.434,0.9886424,20plus3,P21,P21-20plus3
541,1,0,1,0,-1,Core 1,1069.489,107.1059,0.9727075,20plus3,P21,P21-20plus3
542,1,0,0,0,0,Core 2,1157.542,119.6016,0.9836072,20plus3,P21,P21-20plus3
543,0,0,2,0,-1,Core 1,1256.574,327.7211,0.9919951,20plus3,P21,P21-20plus3
544,2,0,0,0,0,Core 2,1331.631,19.37398,0.9390872,20plus3,P21,P21-20plus3
545,0,0,1,0,0,Core 2,1344.626,19.49489,0.9878484,20plus3,P21,P21-20plus3
546,1,0,0,1,0,Core 2,1361.641,8.484298,0.9697477,20plus3,P21,P21-20plus3
547,0,0,0,0,1,Core 2,1432.679,5.838919,0.9016666,20plus3,P21,P21-20plus3
548,1,0,1,0,0,Core 2,1518.715,11.01031,0.995615,20plus3,P21,P21-20plus3
549,2,0,0,1,0,Core 2,1535.731,7.037044,0.969064,20plus3,P21,P21-20plus3
550,2,0,1,0,0,Core 2,1692.805,5.439874,0.907124,20plus3,P21,P21-20plus3
551,0,0,2,0,0,Core 2,1705.8,3.132091,0.9278536,20plus3,P21,P21-20plus3
552,3,0,0,1,0,Core 2,1709.82,3.82607,0.9278536,20plus3,P21,P21-20plus3
553,1,1,0,0,1,Core 2,1851.894,4.315413,0.913655,20plus3,P21,P21-20plus3
554,1,0,0,0,2,Core 2,2055.994,4.672606,0.9698688,20plus3,P21,P21-20plus3
555,1,0,0,1,2,Core 2,2260.094,2.536356,0.92579,20plus3,P21,P21-20plus3
556,0,0,0,0,-1,Core 1,534.2262,2816.312,0.9995445,24plus2,P17,P17-24plus2
557,0,0,1,-1,-1,STn,691.3002,2922.347,0.999095,24plus2,P17,P17-24plus2
558,1,0,0,0,-1,Core 1,708.3154,2111.214,0.9998011,24plus2,P17,P17-24plus2
559,0,0,1,0,-1,Core 1,895.4,8932.536,0.9998257,24plus2,P17,P17-24plus2
560,1,0,0,1,-1,Core 1,912.4152,453.4822,0.9948218,24plus2,P17,P17-24plus2
561,0,0,0,0,0,Core 2,983.4524,2436.54,0.9984936,24plus2,P17,P17-24plus2
562,1,0,1,0,-1,Core 1,1069.489,233.6233,0.9850038,24plus2,P17,P17-24plus2
563,1,0,0,0,0,Core 2,1157.542,1680.581,0.997806,24plus2,P17,P17-24plus2
564,0,0,2,0,-1,Core 1,1256.574,1641.686,0.9972072,24plus2,P17,P17-24plus2
565,1,0,1,1,-1,Core 1,1273.589,46.91203,0.9768808,24plus2,P17,P17-24plus2
566,2,0,0,0,0,Core 2,1331.631,426.436,0.9868073,24plus2,P17,P17-24plus2
567,0,0,1,0,0,Core 2,1344.626,1696.354,0.9978563,24plus2,P17,P17-24plus2
568,1,0,0,1,0,Core 2,1361.641,97.88318,0.9709926,24plus2,P17,P17-24plus2
569,1,1,0,0,0,Core 2,1402.668,40.11378,0.9522211,24plus2,P17,P17-24plus2
570,0,0,0,0,1,Core 2,1432.679,51.29178,0.9991406,24plus2,P17,P17-24plus2
571,3,0,0,0,0,Core 2,1505.72,74.17986,0.9280324,24plus2,P17,P17-24plus2
572,1,0,1,0,0,Core 2,1518.715,646.5837,0.9940719,24plus2,P17,P17-24plus2
573,2,0,0,1,0,Core 2,1535.731,91.18941,0.985513,24plus2,P17,P17-24plus2
574,1,0,0,0,1,Core 2,1606.768,50.21586,0.9915008,24plus2,P17,P17-24plus2
575,2,0,1,0,0,Core 2,1692.805,62.03305,0.9938252,24plus2,P17,P17-24plus2
576,0,0,2,0,0,Core 2,1705.8,58.43071,0.9944356,24plus2,P17,P17-24plus2
577,3,0,0,1,0,Core 2,1709.82,21.83449,0.9944356,24plus2,P17,P17-24plus2
578,1,0,1,1,0,Core 2,1722.815,9.701486,0.9947038,24plus2,P17,P17-24plus2
579,2,0,0,0,1,Core 2,1780.857,23.45205,0.990527,24plus2,P17,P17-24plus2
580,0,0,1,0,1,Core 2,1793.852,22.74345,0.9777038,24plus2,P17,P17-24plus2
581,1,0,0,1,1,Core 2,1810.868,6.456175,0.9612621,24plus2,P17,P17-24plus2
582,1,1,0,0,1,Core 2,1851.894,8.019588,0.9963486,24plus2,P17,P17-24plus2
583,1,0,2,0,0,Core 2,1879.889,10.18721,0.9690268,24plus2,P17,P17-24plus2
584,0,0,0,0,2,Core 2,1881.905,7.032033,0.9690268,24plus2,P17,P17-24plus2
585,2,0,1,1,0,Core 2,1896.904,7.74004,0.9626211,24plus2,P17,P17-24plus2
586,3,0,0,0,1,Core 2,1954.946,8.293934,0.9042324,24plus2,P17,P17-24plus2
587,1,0,1,0,1,Core 2,1967.942,16.17905,0.9766989,24plus2,P17,P17-24plus2
588,2,0,0,1,1,Core 2,1984.957,3.75559,0.9292678,24plus2,P17,P17-24plus2
589,1,0,0,0,2,Core 2,2055.994,4.752478,0.9410418,24plus2,P17,P17-24plus2
590,2,0,1,0,1,Core 2,2142.031,3.187201,0.9337828,24plus2,P17,P17-24plus2
591,2,0,0,0,2,Core 2,2230.083,2.791833,0.9080541,24plus2,P17,P17-24plus2
592,0,0,0,0,-1,Core 1,534.2262,2272.001,0.9999799,22plus0,P8,P8-22plus0
593,1,0,0,0,-1,Core 1,708.3154,4212.368,0.9999942,22plus0,P8,P8-22plus0
594,0,0,1,0,-1,Core 1,895.4,153.7985,0.9866881,22plus0,P8,P8-22plus0
595,1,0,0,1,-1,Core 1,912.4152,58.0876,0.9998615,22plus0,P8,P8-22plus0
596,1,1,0,0,-1,Core 1,953.4418,6224.983,0.9996579,22plus0,P8,P8-22plus0
597,0,0,0,0,0,Core 2,983.4524,1910.509,0.9970402,22plus0,P8,P8-22plus0
598,1,0,0,0,0,Core 2,1157.542,719.1424,0.995676,22plus0,P8,P8-22plus0
599,2,0,0,0,0,Core 2,1331.631,335.1421,0.9949703,22plus0,P8,P8-22plus0
600,1,0,0,1,0,Core 2,1361.641,13.44511,0.9900507,22plus0,P8,P8-22plus0
601,1,1,0,0,0,Core 2,1402.668,179.3714,0.993162,22plus0,P8,P8-22plus0
602,3,0,0,0,0,Core 2,1505.72,98.88538,0.9975368,22plus0,P8,P8-22plus0
603,2,1,0,0,0,Core 2,1576.757,158.4456,0.9943445,22plus0,P8,P8-22plus0
604,0,0,2,0,0,Core 2,1705.8,2.648548,0.9843806,22plus0,P8,P8-22plus0
605,3,0,0,1,0,Core 2,1709.82,5.12944,0.9843806,22plus0,P8,P8-22plus0
606,3,1,0,0,0,Core 2,1750.846,32.80576,0.9522581,22plus0,P8,P8-22plus0
607,2,0,0,0,1,Core 2,1780.857,30.82728,0.9889728,22plus0,P8,P8-22plus0
