"","Sample.name","Sample.collection.time","Glycan.type","mass","Composition: dHex-HexNAc-NeuAc-Hex","Intensity","Rsquared"
"786","P10","20plus2","Core 2",2434.183,"2-4-0-5",0.651097930322067,0.00193749182210689
"546","P10","20plus2","Core 2",2445.199,"3-5-0-3",0.72524125441574,0.0486633579741132
"766","P10","20plus2","Core 2",2475.2096,"2-5-0-4",0.710671189660887,0.000169682894871677
"5110","P10","20plus2","Core 2",2503.2046,"2-3-2-3",0,0
"1096","P10","20plus2","Core 2",2505.2202,"1-5-0-5",0,0
"2916","P10","20plus2","Polyhexose",2518.1976,"0-0-0-12",0,0
"596","P10","20plus2","Core 2",2520.2198,"3-3-1-4",0,0
"646","P10","20plus2","Core 2",2537.235,"4-3-0-5",0,0
"586","P10","20plus2","Core 2",2561.2464,"3-4-1-3",0,0
"936","P10","20plus2","Core 2",2578.2616,"4-4-0-4",0,0
"806","P10","20plus2","Core 2",2591.257,"2-4-1-4",0,0
"676","P10","20plus2","Core 2",2604.2524,"0-4-2-4",0,0
"876","P10","20plus2","Core 2",2608.2722,"3-4-0-5",0,0
"626","P10","20plus2","Core 2",2619.2882,"4-5-0-3",0,0
"736","P10","20plus2","Core 2",2621.2676,"1-4-1-5",0,0
"796","P10","20plus2","Core 2",2638.2828,"2-4-0-6",0,0
"856","P10","20plus2","Core 2",2649.2988,"3-5-0-4",0,0
"726","P10","20plus2","Core 2",2662.2942,"1-5-1-4",0,0
"1166","P10","20plus2","Core 2",2679.3094,"2-5-0-5",0,0
"1076","P10","20plus2","Core 2",2692.3048,"0-5-1-5",0,0
"1119","P10","20plus2","Core 2",2709.32,"1-5-0-6",0,0
"776","P10","20plus2","Core 2",2720.336,"2-6-0-4",0,0
"2926","P10","20plus2","Polyhexose",2722.2974,"0-0-0-13",0,0
"1106","P10","20plus2","Core 2",2750.3466,"1-6-0-5",0,0
"1018","P10","20plus2","Core 2",2752.3508,"5-4-0-4",0,0
"896","P10","20plus2","Core 2",2765.3462,"3-4-1-4",0,0
"746","P10","20plus2","Core 2",2778.3416,"1-4-2-4",0,0
"1566","P10","20plus2","Core 2",2780.3572,"0-6-0-6",0,0
"966","P10","20plus2","Core 2",2782.3614,"4-4-0-5",0,0
"826","P10","20plus2","Core 2",2795.3568,"2-4-1-5",0,0
"886","P10","20plus2","Core 2",2812.372,"3-4-0-6",0,0
"946","P10","20plus2","Core 2",2823.388,"4-5-0-4",0,0
"8110","P10","20plus2","Core 2",2836.3834,"2-5-1-4",0,0
"1256","P10","20plus2","Core 2",2853.3986,"3-5-0-5",0,0
"1126","P10","20plus2","Core 2",2866.394,"1-5-1-5",0,0
"1196","P10","20plus2","Core 2",2883.4092,"2-5-0-6",0,0
"866","P10","20plus2","Core 2",2894.4252,"3-6-0-4",0,0
"1176","P10","20plus2","Core 2",2924.4358,"2-6-0-5",0,0
"2936","P10","20plus2","Polyhexose",2926.3972,"0-0-0-14",0,0
"986","P10","20plus2","Core 2",2939.4354,"4-4-1-4",0,0
"836","P10","20plus2","Core 2",2952.4308,"2-4-2-4",0,0
"1596","P10","20plus2","Core 2",2954.4464,"1-6-0-6",0,0
"1046","P10","20plus2","Core 2",2956.4506,"5-4-0-5",0,0
"918","P10","20plus2","Core 2",2969.446,"3-4-1-5",0,0
"976","P10","20plus2","Core 2",2986.4612,"4-4-0-6",0,0
"1026","P10","20plus2","Core 2",2997.4772,"5-5-0-4",0,0
"130","P1","15plus3","Core 1",534.2262,"0-1-0-1",100.351913216588,0.977270265839085
"2837","P1","15plus3","STn",691.3002,"0-1-1-0",44.9332825005899,0.96192116750204
"427","P1","15plus3","Core 1",708.3154,"1-1-0-1",16.415103760855,0.548749938622681
"227","P1","15plus3","Core 1",895.4,"0-1-1-1",45.7665506313546,0.670156687858873
"627","P1","15plus3","Core 1",912.4152,"1-1-0-2",13.457769642496,0.0887687479525923
"527","P1","15plus3","Core 1",953.4418,"1-2-0-1",4.49418540984932,0.313649673892001
"1019","P1","15plus3","Core 2",983.4524,"0-2-0-2",30.0686951319333,0.984220189586593
"727","P1","15plus3","Core 1",1069.4892,"1-1-1-1",2.51484425571328,0.688197513057226
"2847","P1","15plus3","Polyhexose",1089.499,"0-0-0-5",2.80753549895447,0.403407143705666
"137","P1","15plus3","Core 2",1157.5416,"1-2-0-2",12.6018242778585,0.996989131240327
"327","P1","15plus3","Core 1",1256.5738,"0-1-2-1",11.8952377427518,0.984518327594643
"919","P1","15plus3","Core 1",1273.589,"1-1-1-2",1.86381074613445,0.0845655995617788
"2857","P1","15plus3","Polyhexose",1293.5988,"0-0-0-6",1.32715716914768,0.130214036030804
"827","P1","15plus3","Core 1",1314.6156,"1-2-1-1",1.49894709868742,0.262774388622133
"207","P1","15plus3","Core 2",1331.6308,"2-2-0-2",2.03556729448049,0.548294047303595
"1120","P1","15plus3","Core 2",1344.6262,"0-2-1-2",6.03662541906377,0.951785955582371
"158","P1","15plus3","Core 2",1361.6414,"1-2-0-3",1.52943079046133,0.807535989200892
"147","P1","15plus3","Core 2",1402.668,"1-3-0-2",1.10698347168451,0.179198158216446
"337","P1","15plus3","Core 2",1432.6786,"0-3-0-3",1.5634508926252,0.69825234119474
"2867","P1","15plus3","Polyhexose",1497.6986,"0-0-0-7",0.87478223233496,0.385068565847005
"2814","P1","15plus3","Core 2",1505.72,"3-2-0-2",1.05684318015415,0.0822087978490436
"167","P1","15plus3","Core 2",1518.7154,"1-2-1-2",1.82355529644394,0.786604417285102
"237","P1","15plus3","Core 2",1535.7306,"2-2-0-3",1.10582882580509,0.12700167568332
"2111","P1","15plus3","Core 2",1576.7572,"2-3-0-2",1.1355893684951,0.264431643098911
"367","P1","15plus3","Core 2",1606.7678,"1-3-0-3",1.66960963925237,0.712301839717155
"257","P1","15plus3","Core 2",1692.8046,"2-2-1-2",0.909647593474243,0.00354547916523543
"2877","P1","15plus3","Polyhexose",1701.7984,"0-0-0-8",0.786527696071568,0.532489474987265
"1211","P1","15plus3","Core 2",1705.8,"0-2-2-2",0.786597633579619,0.532489474987265
"3111","P1","15plus3","Core 2",1709.8198,"3-2-0-3",0.518040103861632,0.532489474987265
"187","P1","15plus3","Core 2",1722.8152,"1-2-1-3",0.782308445646069,0.166654001370877
"247","P1","15plus3","Core 2",1739.8304,"2-2-0-4",0.877596357841862,0.137610996518552
"2910","P1","15plus3","Core 2",1750.8464,"3-3-0-2",0.725004821203763,0.789036305657952
"177","P1","15plus3","Core 2",1763.8418,"1-3-1-2",0.814867653496375,0.24988392128092
"437","P1","15plus3","Core 2",1780.857,"2-3-0-3",0.87903920599421,0.0180807565626561
"347","P1","15plus3","Core 2",1793.8524,"0-3-1-3",0.856757862075672,0.183933158280975
"387","P1","15plus3","Core 2",1810.8676,"1-3-0-4",0.739133023324059,0.00478887172170299
"228","P1","15plus3","Core 2",1821.8836,"2-4-0-2",0.719499009098453,1.3196360136157e-05
"377","P1","15plus3","Core 2",1851.8942,"1-4-0-3",0.728167514399742,0.190137375837268
"197","P1","15plus3","Core 2",1879.8892,"1-2-2-2",0.648568973278327,0.0659964689110818
"657","P1","15plus3","Core 2",1881.9048,"0-4-0-4",0.427777644660847,0.0659964689110818
"277","P1","15plus3","Core 2",1896.9044,"2-2-1-3",0.641409585942441,0.0744059854482771
"2887","P1","15plus3","Polyhexose",1905.8982,"0-0-0-9",0.679049602776596,0.0166216957692005
"328","P1","15plus3","Core 2",1913.9196,"3-2-0-4",0.717669102413388,0.0173148637441705
"267","P1","15plus3","Core 2",1937.931,"2-3-1-2",0.734065306226687,0.434134777171617
"528","P1","15plus3","Core 2",1954.9462,"3-3-0-3",0.68027418234805,0.0155262384520088
"397","P1","15plus3","Core 2",1967.9416,"1-3-1-3",0.663520506844107,0.10105999369742
"467","P1","15plus3","Core 2",1984.9568,"2-3-0-4",0.655797645551372,0.290740492967686
"307","P1","15plus3","Core 2",1995.9728,"3-4-0-2",0.648841742121496,0.0509173903328654
"447","P1","15plus3","Core 2",2025.9834,"2-4-0-3",0.723039380705542,0.704429614671656
"687","P1","15plus3","Core 2",2055.994,"1-4-0-4",0.601057681333062,0.069428421116553
"2897","P1","15plus3","Polyhexose",2109.998,"0-0-0-10",0.635276539680451,0.512659798952546
"607","P1","15plus3","Core 2",2129.0354,"4-3-0-3",0.48821145320795,0.115473413967521
"487","P1","15plus3","Core 2",2142.0308,"2-3-1-3",0.540452302852367,0.57189429849499
"357","P1","15plus3","Core 2",2155.0262,"0-3-2-3",0.506230660119567,0.0177867623969518
"557","P1","15plus3","Core 2",2159.046,"3-3-0-4",0.558743063741585,0.0177867623969518
"4111","P1","15plus3","Core 2",2172.0414,"1-3-1-4",0.553668670901025,0.126645493938656
"477","P1","15plus3","Core 2",2189.0566,"2-3-0-5",0.544500067102662,0.0723640890053226
"537","P1","15plus3","Core 2",2200.0726,"3-4-0-3",0.58835873927255,0.0529251304169449
"407","P1","15plus3","Core 2",2213.068,"1-4-1-3",0.602000241522396,0.0235917751321996
"757","P1","15plus3","Core 2",2230.0832,"2-4-0-4",0.589954292447563,0.308311281586529
"667","P1","15plus3","Core 2",2243.0786,"0-4-1-4",0.534951661773272,0.00456032399654644
"707","P1","15plus3","Core 2",2260.0938,"1-4-0-5",0.586796803930672,0.25708770216522
"457","P1","15plus3","Core 2",2271.1098,"2-5-0-3",0.499914805125629,0.00208483322210353
"697","P1","15plus3","Core 2",2301.1204,"1-5-0-4",0.481961590315414,0.100749512423441
"2907","P1","15plus3","Polyhexose",2314.0978,"0-0-0-11",0.325456903784455,0.12289611765186
"577","P1","15plus3","Core 2",2316.12,"3-3-1-3",0.372063389588469,0.12289611765186
"428","P1","15plus3","Core 2",2329.1154,"1-3-2-3",0.384033977522244,0.0330508533117031
"1067","P1","15plus3","Core 2",2331.131,"0-5-0-5",0.183159881441788,0.0330508533117031
"637","P1","15plus3","Core 2",2333.1352,"4-3-0-4",0.370569057796378,0.0330508533117031
"507","P1","15plus3","Core 2",2346.1306,"2-3-1-4",0.466925290621246,0.14312949658906
"567","P1","15plus3","Core 2",2363.1458,"3-3-0-5",0.446022594348854,0.376239329284894
"6111","P1","15plus3","Core 2",2374.1618,"4-4-0-3",0.466198463070124,0.351618875144408
"497","P1","15plus3","Core 2",2387.1572,"2-4-1-3",0.46282288908025,0.0309405858004752
"847","P1","15plus3","Core 2",2404.1724,"3-4-0-4",0.404116772784978,0.0268610482125633
"7111","P1","15plus3","Core 2",2417.1678,"1-4-1-4",0.434619169562357,0.0122033575432572
"787","P1","15plus3","Core 2",2434.183,"2-4-0-5",0.46104301637085,0.162745093314587
"547","P1","15plus3","Core 2",2445.199,"3-5-0-3",0.456674374687595,0.0750573153715406
"767","P1","15plus3","Core 2",2475.2096,"2-5-0-4",0.460085120754075,0.00467093332203211
"5111","P1","15plus3","Core 2",2503.2046,"2-3-2-3",0,0
"1097","P1","15plus3","Core 2",2505.2202,"1-5-0-5",0,0
"2917","P1","15plus3","Polyhexose",2518.1976,"0-0-0-12",0,0
"597","P1","15plus3","Core 2",2520.2198,"3-3-1-4",0,0
"647","P1","15plus3","Core 2",2537.235,"4-3-0-5",0,0
"587","P1","15plus3","Core 2",2561.2464,"3-4-1-3",0,0
"937","P1","15plus3","Core 2",2578.2616,"4-4-0-4",0,0
"807","P1","15plus3","Core 2",2591.257,"2-4-1-4",0,0
"677","P1","15plus3","Core 2",2604.2524,"0-4-2-4",0,0
"877","P1","15plus3","Core 2",2608.2722,"3-4-0-5",0,0
"628","P1","15plus3","Core 2",2619.2882,"4-5-0-3",0,0
"737","P1","15plus3","Core 2",2621.2676,"1-4-1-5",0,0
"797","P1","15plus3","Core 2",2638.2828,"2-4-0-6",0,0
"857","P1","15plus3","Core 2",2649.2988,"3-5-0-4",0,0
"728","P1","15plus3","Core 2",2662.2942,"1-5-1-4",0,0
"1167","P1","15plus3","Core 2",2679.3094,"2-5-0-5",0,0
"1077","P1","15plus3","Core 2",2692.3048,"0-5-1-5",0,0
"11110","P1","15plus3","Core 2",2709.32,"1-5-0-6",0,0
"777","P1","15plus3","Core 2",2720.336,"2-6-0-4",0,0
"2927","P1","15plus3","Polyhexose",2722.2974,"0-0-0-13",0,0
"1107","P1","15plus3","Core 2",2750.3466,"1-6-0-5",0,0
"10110","P1","15plus3","Core 2",2752.3508,"5-4-0-4",0,0
"897","P1","15plus3","Core 2",2765.3462,"3-4-1-4",0,0
"747","P1","15plus3","Core 2",2778.3416,"1-4-2-4",0,0
"1567","P1","15plus3","Core 2",2780.3572,"0-6-0-6",0,0
"967","P1","15plus3","Core 2",2782.3614,"4-4-0-5",0,0
"828","P1","15plus3","Core 2",2795.3568,"2-4-1-5",0,0
"887","P1","15plus3","Core 2",2812.372,"3-4-0-6",0,0
"947","P1","15plus3","Core 2",2823.388,"4-5-0-4",0,0
"8111","P1","15plus3","Core 2",2836.3834,"2-5-1-4",0,0
"1257","P1","15plus3","Core 2",2853.3986,"3-5-0-5",0,0
"1127","P1","15plus3","Core 2",2866.394,"1-5-1-5",0,0
"1197","P1","15plus3","Core 2",2883.4092,"2-5-0-6",0,0
"867","P1","15plus3","Core 2",2894.4252,"3-6-0-4",0,0
"1177","P1","15plus3","Core 2",2924.4358,"2-6-0-5",0,0
"2937","P1","15plus3","Polyhexose",2926.3972,"0-0-0-14",0,0
"987","P1","15plus3","Core 2",2939.4354,"4-4-1-4",0,0
"837","P1","15plus3","Core 2",2952.4308,"2-4-2-4",0,0
"1597","P1","15plus3","Core 2",2954.4464,"1-6-0-6",0,0
"1047","P1","15plus3","Core 2",2956.4506,"5-4-0-5",0,0
"9110","P1","15plus3","Core 2",2969.446,"3-4-1-5",0,0
"977","P1","15plus3","Core 2",2986.4612,"4-4-0-6",0,0
"1027","P1","15plus3","Core 2",2997.4772,"5-5-0-4",0,0
"138","P27","31plus3","Core 1",534.2262,"0-1-0-1",652.066463170371,0.99896273291604
"2838","P27","31plus3","STn",691.3002,"0-1-1-0",799.784402259709,0.956951637705938
"429","P27","31plus3","Core 1",708.3154,"1-1-0-1",1780.80583951429,0.999371052132062
"229","P27","31plus3","Core 1",895.4,"0-1-1-1",1923.42040709083,0.998924617908487
"629","P27","31plus3","Core 1",912.4152,"1-1-0-2",962.139149589089,0.998567212712639
"529","P27","31plus3","Core 1",953.4418,"1-2-0-1",33.4064330772541,0.580206901405825
"1020","P27","31plus3","Core 2",983.4524,"0-2-0-2",116.325134219615,0.993832064512916
"729","P27","31plus3","Core 1",1069.4892,"1-1-1-1",88.7868930942032,0.990845933386968
"2848","P27","31plus3","Polyhexose",1089.499,"0-0-0-5",36.0400222391412,0.955283566933974
"139","P27","31plus3","Core 2",1157.5416,"1-2-0-2",56.4402924330428,0.984171365839663
"329","P27","31plus3","Core 1",1256.5738,"0-1-2-1",414.158885710359,0.994112259289328
"920","P27","31plus3","Core 1",1273.589,"1-1-1-2",26.8737839345626,0.95987501714685
"2858","P27","31plus3","Polyhexose",1293.5988,"0-0-0-6",13.884286899692,0.970168589903972
"829","P27","31plus3","Core 1",1314.6156,"1-2-1-1",11.386223363226,0.447568407084261
"208","P27","31plus3","Core 2",1331.6308,"2-2-0-2",33.3539004981278,0.989341169709592
"1128","P27","31plus3","Core 2",1344.6262,"0-2-1-2",53.2940531042371,0.990755739404501
"1510","P27","31plus3","Core 2",1361.6414,"1-2-0-3",12.6687199452876,0.913439201649641
"148","P27","31plus3","Core 2",1402.668,"1-3-0-2",3.35976771408232,0.239561190481184
"338","P27","31plus3","Core 2",1432.6786,"0-3-0-3",3.71705135300304,0.666731388985587
"2868","P27","31plus3","Polyhexose",1497.6986,"0-0-0-7",5.02985219575627,0.427830780225488
"2815","P27","31plus3","Core 2",1505.72,"3-2-0-2",10.7334050151476,0.947641444624666
"168","P27","31plus3","Core 2",1518.7154,"1-2-1-2",48.9089666256816,0.997966026597211
"238","P27","31plus3","Core 2",1535.7306,"2-2-0-3",16.051560386775,0.989802299197605
"2112","P27","31plus3","Core 2",1576.7572,"2-3-0-2",3.65566790596505,0.350298376014054
"368","P27","31plus3","Core 2",1606.7678,"1-3-0-3",2.93824613384249,0.942055296132504
"258","P27","31plus3","Core 2",1692.8046,"2-2-1-2",22.693817226902,0.976573987272686
"2878","P27","31plus3","Polyhexose",1701.7984,"0-0-0-8",2.19546924419505,0.963277031644693
"1212","P27","31plus3","Core 2",1705.8,"0-2-2-2",14.739423279999,0.963277031644693
"3112","P27","31plus3","Core 2",1709.8198,"3-2-0-3",10.1392878826687,0.963277031644693
"188","P27","31plus3","Core 2",1722.8152,"1-2-1-3",4.53639409831755,0.900736075829602
"248","P27","31plus3","Core 2",1739.8304,"2-2-0-4",1.69664713910451,0.57690906428525
"2918","P27","31plus3","Core 2",1750.8464,"3-3-0-2",1.44891050433052,0.019163937225868
"178","P27","31plus3","Core 2",1763.8418,"1-3-1-2",1.44875515442941,0.055955862650014
"438","P27","31plus3","Core 2",1780.857,"2-3-0-3",3.28681045034166,0.746187765670819
"348","P27","31plus3","Core 2",1793.8524,"0-3-1-3",2.4894008031156,0.924430724637496
"388","P27","31plus3","Core 2",1810.8676,"1-3-0-4",0.99703296341947,0.28579502007791
"2210","P27","31plus3","Core 2",1821.8836,"2-4-0-2",1.42742225143634,0.338666882642816
"378","P27","31plus3","Core 2",1851.8942,"1-4-0-3",1.43951800938156,0.277522017374631
"198","P27","31plus3","Core 2",1879.8892,"1-2-2-2",21.174912407516,0.993270369444193
"658","P27","31plus3","Core 2",1881.9048,"0-4-0-4",1.10210211259073,0.993270369444193
"278","P27","31plus3","Core 2",1896.9044,"2-2-1-3",14.4088393280743,0.978182929243374
"2888","P27","31plus3","Polyhexose",1905.8982,"0-0-0-9",2.03717408681112,0.862671084741861
"3210","P27","31plus3","Core 2",1913.9196,"3-2-0-4",3.48809415977654,0.975612144168114
"268","P27","31plus3","Core 2",1937.931,"2-3-1-2",1.46530834084494,0.0270096616420067
"5210","P27","31plus3","Core 2",1954.9462,"3-3-0-3",2.60317056590315,0.961240060704288
"398","P27","31plus3","Core 2",1967.9416,"1-3-1-3",2.1706976211727,0.952707532140483
"468","P27","31plus3","Core 2",1984.9568,"2-3-0-4",1.32779437016166,0.267395848376655
"308","P27","31plus3","Core 2",1995.9728,"3-4-0-2",0.981398821047861,0.101587309510158
"448","P27","31plus3","Core 2",2025.9834,"2-4-0-3",0.900698318090434,0.245473979507704
"688","P27","31plus3","Core 2",2055.994,"1-4-0-4",1.12040715177186,0.0597021988653242
"2898","P27","31plus3","Polyhexose",2109.998,"0-0-0-10",1.35208310401685,0.7833027216272
"608","P27","31plus3","Core 2",2129.0354,"4-3-0-3",0.870594691522639,8.65003602521654e-05
"488","P27","31plus3","Core 2",2142.0308,"2-3-1-3",1.62449486782112,0.980068173375033
"358","P27","31plus3","Core 2",2155.0262,"0-3-2-3",1.22978816233844,0.804652666911641
"558","P27","31plus3","Core 2",2159.046,"3-3-0-4",1.1240903932953,0.804652666911641
"4112","P27","31plus3","Core 2",2172.0414,"1-3-1-4",0.763760207731218,0.475845409338359
"478","P27","31plus3","Core 2",2189.0566,"2-3-0-5",1.04248860751528,0.284970944510357
"538","P27","31plus3","Core 2",2200.0726,"3-4-0-3",0.852252470174788,0.46988002542836
"408","P27","31plus3","Core 2",2213.068,"1-4-1-3",0.777045315177454,0.106515873408417
"758","P27","31plus3","Core 2",2230.0832,"2-4-0-4",0.802921449190721,0.430864577126322
"668","P27","31plus3","Core 2",2243.0786,"0-4-1-4",0.893007421802535,0.164625693265662
"708","P27","31plus3","Core 2",2260.0938,"1-4-0-5",0.673605205676552,0.268666539025447
"458","P27","31plus3","Core 2",2271.1098,"2-5-0-3",0.725694285480134,0.263163580188277
"698","P27","31plus3","Core 2",2301.1204,"1-5-0-4",0.716981985083355,0.0215383152412868
"2908","P27","31plus3","Polyhexose",2314.0978,"0-0-0-11",0.456773693696038,0.605016382971283
"578","P27","31plus3","Core 2",2316.12,"3-3-1-3",0.917637486260211,0.605016382971283
"4210","P27","31plus3","Core 2",2329.1154,"1-3-2-3",0.845849930281901,0.664723215941514
"1068","P27","31plus3","Core 2",2331.131,"0-5-0-5",-0.00313864671473569,0.664723215941514
"638","P27","31plus3","Core 2",2333.1352,"4-3-0-4",1.12741180777238,0.664723215941514
"508","P27","31plus3","Core 2",2346.1306,"2-3-1-4",0.696155097637612,0.163509690918883
"568","P27","31plus3","Core 2",2363.1458,"3-3-0-5",0.693015240050119,0.24592578081366
"6112","P27","31plus3","Core 2",2374.1618,"4-4-0-3",0.805959853035773,0.267267500616667
"498","P27","31plus3","Core 2",2387.1572,"2-4-1-3",0.704471506733126,0.098324128011784
"848","P27","31plus3","Core 2",2404.1724,"3-4-0-4",0.580526658793908,0.0204633148107727
"7112","P27","31plus3","Core 2",2417.1678,"1-4-1-4",0.766715460678826,0.597177684704872
"788","P27","31plus3","Core 2",2434.183,"2-4-0-5",0.63504099374222,0.0143998484371614
"548","P27","31plus3","Core 2",2445.199,"3-5-0-3",0.641905094674494,0.0010186973585162
"768","P27","31plus3","Core 2",2475.2096,"2-5-0-4",0.620306258397187,0.119321361032185
"5112","P27","31plus3","Core 2",2503.2046,"2-3-2-3",0,0
"1098","P27","31plus3","Core 2",2505.2202,"1-5-0-5",0,0
"2919","P27","31plus3","Polyhexose",2518.1976,"0-0-0-12",0,0
"598","P27","31plus3","Core 2",2520.2198,"3-3-1-4",0,0
"648","P27","31plus3","Core 2",2537.235,"4-3-0-5",0,0
"588","P27","31plus3","Core 2",2561.2464,"3-4-1-3",0,0
"938","P27","31plus3","Core 2",2578.2616,"4-4-0-4",0,0
"808","P27","31plus3","Core 2",2591.257,"2-4-1-4",0,0
"678","P27","31plus3","Core 2",2604.2524,"0-4-2-4",0,0
"878","P27","31plus3","Core 2",2608.2722,"3-4-0-5",0,0
"6210","P27","31plus3","Core 2",2619.2882,"4-5-0-3",0,0
"738","P27","31plus3","Core 2",2621.2676,"1-4-1-5",0,0
"798","P27","31plus3","Core 2",2638.2828,"2-4-0-6",0,0
"858","P27","31plus3","Core 2",2649.2988,"3-5-0-4",0,0
"7210","P27","31plus3","Core 2",2662.2942,"1-5-1-4",0,0
"1168","P27","31plus3","Core 2",2679.3094,"2-5-0-5",0,0
"1078","P27","31plus3","Core 2",2692.3048,"0-5-1-5",0,0
"11111","P27","31plus3","Core 2",2709.32,"1-5-0-6",0,0
"778","P27","31plus3","Core 2",2720.336,"2-6-0-4",0,0
"2928","P27","31plus3","Polyhexose",2722.2974,"0-0-0-13",0,0
"1108","P27","31plus3","Core 2",2750.3466,"1-6-0-5",0,0
"10111","P27","31plus3","Core 2",2752.3508,"5-4-0-4",0,0
"898","P27","31plus3","Core 2",2765.3462,"3-4-1-4",0,0
"748","P27","31plus3","Core 2",2778.3416,"1-4-2-4",0,0
"1568","P27","31plus3","Core 2",2780.3572,"0-6-0-6",0,0
"968","P27","31plus3","Core 2",2782.3614,"4-4-0-5",0,0
"8210","P27","31plus3","Core 2",2795.3568,"2-4-1-5",0,0
"888","P27","31plus3","Core 2",2812.372,"3-4-0-6",0,0
"948","P27","31plus3","Core 2",2823.388,"4-5-0-4",0,0
"8112","P27","31plus3","Core 2",2836.3834,"2-5-1-4",0,0
"1258","P27","31plus3","Core 2",2853.3986,"3-5-0-5",0,0
"1129","P27","31plus3","Core 2",2866.394,"1-5-1-5",0,0
"1198","P27","31plus3","Core 2",2883.4092,"2-5-0-6",0,0
"868","P27","31plus3","Core 2",2894.4252,"3-6-0-4",0,0
"1178","P27","31plus3","Core 2",2924.4358,"2-6-0-5",0,0
"2938","P27","31plus3","Polyhexose",2926.3972,"0-0-0-14",0,0
"988","P27","31plus3","Core 2",2939.4354,"4-4-1-4",0,0
"838","P27","31plus3","Core 2",2952.4308,"2-4-2-4",0,0
"1598","P27","31plus3","Core 2",2954.4464,"1-6-0-6",0,0
"1048","P27","31plus3","Core 2",2956.4506,"5-4-0-5",0,0
"9111","P27","31plus3","Core 2",2969.446,"3-4-1-5",0,0
"978","P27","31plus3","Core 2",2986.4612,"4-4-0-6",0,0
"1028","P27","31plus3","Core 2",2997.4772,"5-5-0-4",0,0
"140","P20","22plus4","Core 1",534.2262,"0-1-0-1",430.49249661967,0.998724085469113
"2839","P20","22plus4","STn",691.3002,"0-1-1-0",838.356690575925,0.976577667599065
"430","P20","22plus4","Core 1",708.3154,"1-1-0-1",151.365522397335,0.914803226471486
"230","P20","22plus4","Core 1",895.4,"0-1-1-1",600.532201322211,0.99803979422573
"630","P20","22plus4","Core 1",912.4152,"1-1-0-2",29.6173079510811,0.998449366489472
"530","P20","22plus4","Core 1",953.4418,"1-2-0-1",14.1403887263099,0.3693640511674
"1029","P20","22plus4","Core 2",983.4524,"0-2-0-2",231.651060597948,0.998606464657484
"730","P20","22plus4","Core 1",1069.4892,"1-1-1-1",59.072079505,0.9815905395704
"2849","P20","22plus4","Polyhexose",1089.499,"0-0-0-5",6.04500026546459,0.799694104541027
"1310","P20","22plus4","Core 2",1157.5416,"1-2-0-2",64.93624255384,0.99366999171133
"330","P20","22plus4","Core 1",1256.5738,"0-1-2-1",35.9305471539531,0.996594534463412
"921","P20","22plus4","Core 1",1273.589,"1-1-1-2",3.71808268764123,0.693899475394108
"2859","P20","22plus4","Polyhexose",1293.5988,"0-0-0-6",2.50819760083815,0.991861377877292
"830","P20","22plus4","Core 1",1314.6156,"1-2-1-1",2.83056388877769,0.805917806439418
"209","P20","22plus4","Core 2",1331.6308,"2-2-0-2",5.13906097888963,0.938437117806188
"1130","P20","22plus4","Core 2",1344.6262,"0-2-1-2",61.2295949394301,0.99461519041387
"1511","P20","22plus4","Core 2",1361.6414,"1-2-0-3",7.86543342357692,0.941061786126794
"149","P20","22plus4","Core 2",1402.668,"1-3-0-2",17.5406983202332,0.872792702142596
"339","P20","22plus4","Core 2",1432.6786,"0-3-0-3",5.49579804381446,0.817205648348559
"2869","P20","22plus4","Polyhexose",1497.6986,"0-0-0-7",1.37721034557312,0.317436083192038
"2816","P20","22plus4","Core 2",1505.72,"3-2-0-2",2.65880302839725,0.928948115812404
"169","P20","22plus4","Core 2",1518.7154,"1-2-1-2",55.287442589884,0.998200306987463
"239","P20","22plus4","Core 2",1535.7306,"2-2-0-3",5.07586145226621,0.888576818504507
"2113","P20","22plus4","Core 2",1576.7572,"2-3-0-2",1.22246070791928,0.410373078079894
"369","P20","22plus4","Core 2",1606.7678,"1-3-0-3",2.77162096370486,0.931046018668872
"259","P20","22plus4","Core 2",1692.8046,"2-2-1-2",2.51360608641458,0.0329097614231989
"2879","P20","22plus4","Polyhexose",1701.7984,"0-0-0-8",0.953481941650069,0.782281963514158
"1213","P20","22plus4","Core 2",1705.8,"0-2-2-2",5.85977999058461,0.782281963514158
"3113","P20","22plus4","Core 2",1709.8198,"3-2-0-3",2.58794866428285,0.782281963514158
"189","P20","22plus4","Core 2",1722.8152,"1-2-1-3",4.55275086441788,0.900284474144056
"249","P20","22plus4","Core 2",1739.8304,"2-2-0-4",2.25539241233461,0.874139400232669
"2920","P20","22plus4","Core 2",1750.8464,"3-3-0-2",4.44353708466363,0.440956811843038
"179","P20","22plus4","Core 2",1763.8418,"1-3-1-2",2.83209181902035,0.128961238089947
"439","P20","22plus4","Core 2",1780.857,"2-3-0-3",4.02773358531145,0.967010304241476
"349","P20","22plus4","Core 2",1793.8524,"0-3-1-3",2.0151223904088,0.980195947518122
"389","P20","22plus4","Core 2",1810.8676,"1-3-0-4",0.98904950014617,0.820567643086748
"2211","P20","22plus4","Core 2",1821.8836,"2-4-0-2",0.940575674980062,0.729386267494911
"379","P20","22plus4","Core 2",1851.8942,"1-4-0-3",1.04242417904815,0.156829496213285
"199","P20","22plus4","Core 2",1879.8892,"1-2-2-2",7.89027603861816,0.991428024491841
