"","Sample.name","Sample.collection.time","Glycan.type","mass","Composition: dHex-HexNAc-NeuAc-Hex","Intensity","Rsquared"
"5534","P32","21plus0","Core 2",2159.046,"3-3-0-4",0.7653576141938,0.317296209861549
"4147","P32","21plus0","Core 2",2172.0414,"1-3-1-4",0.69681450010855,0.335965592005783
"4734","P32","21plus0","Core 2",2189.0566,"2-3-0-5",0.750415631782447,0.724667198065848
"5334","P32","21plus0","Core 2",2200.0726,"3-4-0-3",0.754357422705666,0.213644675231198
"4034","P32","21plus0","Core 2",2213.068,"1-4-1-3",0.740930931176471,2.02920079180065e-05
"7534","P32","21plus0","Core 2",2230.0832,"2-4-0-4",0.623289182698492,0.0652552571335504
"6634","P32","21plus0","Core 2",2243.0786,"0-4-1-4",0.66689761373998,0.00150875566504008
"7034","P32","21plus0","Core 2",2260.0938,"1-4-0-5",0.663847083540981,0.213345019052189
"4534","P32","21plus0","Core 2",2271.1098,"2-5-0-3",0.564690293534388,0.216825360181458
"6934","P32","21plus0","Core 2",2301.1204,"1-5-0-4",0.863765121631392,0.574493543725551
"29034","P32","21plus0","Polyhexose",2314.0978,"0-0-0-11",0.458942081098024,0.107549322970273
"5734","P32","21plus0","Core 2",2316.12,"3-3-1-3",0.500959674732087,0.107549322970273
"4236","P32","21plus0","Core 2",2329.1154,"1-3-2-3",0.460067703131181,0.149396723671423
"10634","P32","21plus0","Core 2",2331.131,"0-5-0-5",0.131889174297979,0.149396723671423
"6334","P32","21plus0","Core 2",2333.1352,"4-3-0-4",0.522924060872072,0.149396723671423
"5034","P32","21plus0","Core 2",2346.1306,"2-3-1-4",0.664509220090153,0.0208017623002578
"5634","P32","21plus0","Core 2",2363.1458,"3-3-0-5",0.610646850002666,0.000530196901058988
"6147","P32","21plus0","Core 2",2374.1618,"4-4-0-3",0.765689840912797,0.576436640352345
"4934","P32","21plus0","Core 2",2387.1572,"2-4-1-3",0.620545024285911,0.11993267632663
"8434","P32","21plus0","Core 2",2404.1724,"3-4-0-4",0.63152504926213,0.191237143102733
"7147","P32","21plus0","Core 2",2417.1678,"1-4-1-4",0.779589974802664,0.294799120437482
"7834","P32","21plus0","Core 2",2434.183,"2-4-0-5",0.549142628572352,0.291976524540335
"5434","P32","21plus0","Core 2",2445.199,"3-5-0-3",0.580415219995667,0.0149296417267148
"7634","P32","21plus0","Core 2",2475.2096,"2-5-0-4",0.69558010727291,0.277556013601092
"5147","P32","21plus0","Core 2",2503.2046,"2-3-2-3",0,0
"10934","P32","21plus0","Core 2",2505.2202,"1-5-0-5",0,0
"29135","P32","21plus0","Polyhexose",2518.1976,"0-0-0-12",0,0
"5934","P32","21plus0","Core 2",2520.2198,"3-3-1-4",0,0
"6434","P32","21plus0","Core 2",2537.235,"4-3-0-5",0,0
"5834","P32","21plus0","Core 2",2561.2464,"3-4-1-3",0,0
"9334","P32","21plus0","Core 2",2578.2616,"4-4-0-4",0,0
"8034","P32","21plus0","Core 2",2591.257,"2-4-1-4",0,0
"6734","P32","21plus0","Core 2",2604.2524,"0-4-2-4",0,0
"8734","P32","21plus0","Core 2",2608.2722,"3-4-0-5",0,0
"6236","P32","21plus0","Core 2",2619.2882,"4-5-0-3",0,0
"7334","P32","21plus0","Core 2",2621.2676,"1-4-1-5",0,0
"7934","P32","21plus0","Core 2",2638.2828,"2-4-0-6",0,0
"8534","P32","21plus0","Core 2",2649.2988,"3-5-0-4",0,0
"7236","P32","21plus0","Core 2",2662.2942,"1-5-1-4",0,0
"11634","P32","21plus0","Core 2",2679.3094,"2-5-0-5",0,0
"10734","P32","21plus0","Core 2",2692.3048,"0-5-1-5",0,0
"11137","P32","21plus0","Core 2",2709.32,"1-5-0-6",0,0
"7734","P32","21plus0","Core 2",2720.336,"2-6-0-4",0,0
"29234","P32","21plus0","Polyhexose",2722.2974,"0-0-0-13",0,0
"11034","P32","21plus0","Core 2",2750.3466,"1-6-0-5",0,0
"10137","P32","21plus0","Core 2",2752.3508,"5-4-0-4",0,0
"8934","P32","21plus0","Core 2",2765.3462,"3-4-1-4",0,0
"7434","P32","21plus0","Core 2",2778.3416,"1-4-2-4",0,0
"15634","P32","21plus0","Core 2",2780.3572,"0-6-0-6",0,0
"9634","P32","21plus0","Core 2",2782.3614,"4-4-0-5",0,0
"8236","P32","21plus0","Core 2",2795.3568,"2-4-1-5",0,0
"8834","P32","21plus0","Core 2",2812.372,"3-4-0-6",0,0
"9434","P32","21plus0","Core 2",2823.388,"4-5-0-4",0,0
"8147","P32","21plus0","Core 2",2836.3834,"2-5-1-4",0,0
"12534","P32","21plus0","Core 2",2853.3986,"3-5-0-5",0,0
"11235","P32","21plus0","Core 2",2866.394,"1-5-1-5",0,0
"11934","P32","21plus0","Core 2",2883.4092,"2-5-0-6",0,0
"8634","P32","21plus0","Core 2",2894.4252,"3-6-0-4",0,0
"11734","P32","21plus0","Core 2",2924.4358,"2-6-0-5",0,0
"29334","P32","21plus0","Polyhexose",2926.3972,"0-0-0-14",0,0
"9834","P32","21plus0","Core 2",2939.4354,"4-4-1-4",0,0
"8334","P32","21plus0","Core 2",2952.4308,"2-4-2-4",0,0
"15934","P32","21plus0","Core 2",2954.4464,"1-6-0-6",0,0
"10434","P32","21plus0","Core 2",2956.4506,"5-4-0-5",0,0
"9137","P32","21plus0","Core 2",2969.446,"3-4-1-5",0,0
"9734","P32","21plus0","Core 2",2986.4612,"4-4-0-6",0,0
"10235","P32","21plus0","Core 2",2997.4772,"5-5-0-4",0,0
"1201","P32","30plus5","Core 1",534.2262,"0-1-0-1",2267.71720214213,0.997705162013864
"28335","P32","30plus5","STn",691.3002,"0-1-1-0",345.614991975896,0.998470444136286
"4148","P32","30plus5","Core 1",708.3154,"1-1-0-1",4363.59516268535,0.999149671147697
"2149","P32","30plus5","Core 1",895.4,"0-1-1-1",4233.16264065106,0.999968668674402
"6148","P32","30plus5","Core 1",912.4152,"1-1-0-2",4824.52318638926,0.99870543829166
"5148","P32","30plus5","Core 1",953.4418,"1-2-0-1",89.5600153615127,0.857481071215592
"1082","P32","30plus5","Core 2",983.4524,"0-2-0-2",316.084625270349,0.993044675834278
"7148","P32","30plus5","Core 1",1069.4892,"1-1-1-1",181.334825276321,0.986929840676174
"28435","P32","30plus5","Polyhexose",1089.499,"0-0-0-5",254.949812292232,0.986672796979185
"1336","P32","30plus5","Core 2",1157.5416,"1-2-0-2",321.891051917432,0.991025035920687
"3148","P32","30plus5","Core 1",1256.5738,"0-1-2-1",860.106746355493,0.99545967531768
"992","P32","30plus5","Core 1",1273.589,"1-1-1-2",117.47778415387,0.958695033320482
"28535","P32","30plus5","Polyhexose",1293.5988,"0-0-0-6",130.902028522865,0.996385803439077
"8148","P32","30plus5","Core 1",1314.6156,"1-2-1-1",24.0027650044012,0.80743313646073
"2035","P32","30plus5","Core 2",1331.6308,"2-2-0-2",122.686309272434,0.993004018369885
"11101","P32","30plus5","Core 2",1344.6262,"0-2-1-2",115.763702123873,0.954078907141366
"1537","P32","30plus5","Core 2",1361.6414,"1-2-0-3",51.2234221889215,0.995365314204618
"1435","P32","30plus5","Core 2",1402.668,"1-3-0-2",9.07868328949963,0.98244028818994
"3335","P32","30plus5","Core 2",1432.6786,"0-3-0-3",12.1362338056921,0.992609143056174
"28635","P32","30plus5","Polyhexose",1497.6986,"0-0-0-7",47.560842451813,0.999319939687353
"28105","P32","30plus5","Core 2",1505.72,"3-2-0-2",32.0704758737583,0.810504722051673
"1635","P32","30plus5","Core 2",1518.7154,"1-2-1-2",179.997444867008,0.991493146116711
"2335","P32","30plus5","Core 2",1535.7306,"2-2-0-3",106.826915514632,0.984106932905331
"2150","P32","30plus5","Core 2",1576.7572,"2-3-0-2",13.7475469303375,0.514066673977307
"3635","P32","30plus5","Core 2",1606.7678,"1-3-0-3",11.7825395697861,0.983975172242885
"2535","P32","30plus5","Core 2",1692.8046,"2-2-1-2",52.3087720854931,0.99414468117237
"28735","P32","30plus5","Polyhexose",1701.7984,"0-0-0-8",19.7207987962646,0.903328815916158
"1239","P32","30plus5","Core 2",1705.8,"0-2-2-2",18.1493743593865,0.903328815916158
"3149","P32","30plus5","Core 2",1709.8198,"3-2-0-3",36.3815167991876,0.903328815916158
"1835","P32","30plus5","Core 2",1722.8152,"1-2-1-3",12.3989525792922,0.671941112677251
"2435","P32","30plus5","Core 2",1739.8304,"2-2-0-4",5.16846080904469,0.947091676284565
"2964","P32","30plus5","Core 2",1750.8464,"3-3-0-2",4.0045711077033,0.182690589890903
"1735","P32","30plus5","Core 2",1763.8418,"1-3-1-2",2.50099409351357,0.357798642897693
"4335","P32","30plus5","Core 2",1780.857,"2-3-0-3",11.9144926757981,0.987809056407164
"3435","P32","30plus5","Core 2",1793.8524,"0-3-1-3",4.60226713931516,0.0849815972476018
"3835","P32","30plus5","Core 2",1810.8676,"1-3-0-4",3.13360960687436,0.983956187067275
"2237","P32","30plus5","Core 2",1821.8836,"2-4-0-2",2.3100440478143,0.0313759725813963
"3735","P32","30plus5","Core 2",1851.8942,"1-4-0-3",6.31977033133047,0.957806376141089
"1935","P32","30plus5","Core 2",1879.8892,"1-2-2-2",39.0310699213115,0.974642628375223
"6535","P32","30plus5","Core 2",1881.9048,"0-4-0-4",5.85069957738149,0.974642628375223
"2735","P32","30plus5","Core 2",1896.9044,"2-2-1-3",55.8290828809786,0.983173930826203
"28835","P32","30plus5","Polyhexose",1905.8982,"0-0-0-9",9.1812480932984,0.925248598473174
"3237","P32","30plus5","Core 2",1913.9196,"3-2-0-4",18.3054300953987,0.954874262151842
"2635","P32","30plus5","Core 2",1937.931,"2-3-1-2",3.41165715224095,0.272037512583664
"5237","P32","30plus5","Core 2",1954.9462,"3-3-0-3",6.92481899770853,0.960121597974888
"3935","P32","30plus5","Core 2",1967.9416,"1-3-1-3",3.47941764522267,0.119409148109287
"4635","P32","30plus5","Core 2",1984.9568,"2-3-0-4",4.4028321702929,0.939902023215792
"3035","P32","30plus5","Core 2",1995.9728,"3-4-0-2",1.55247619722859,0.645331692799786
"4435","P32","30plus5","Core 2",2025.9834,"2-4-0-3",1.29802745663039,0.138323168144524
"6835","P32","30plus5","Core 2",2055.994,"1-4-0-4",3.65563633500914,0.758512421723756
"28935","P32","30plus5","Polyhexose",2109.998,"0-0-0-10",2.66938359003381,0.670153534921122
"6035","P32","30plus5","Core 2",2129.0354,"4-3-0-3",3.0321185710678,0.528856040829
"4835","P32","30plus5","Core 2",2142.0308,"2-3-1-3",4.26949451603365,0.399645852991864
"3535","P32","30plus5","Core 2",2155.0262,"0-3-2-3",1.42043488593262,0.937309214360103
"5535","P32","30plus5","Core 2",2159.046,"3-3-0-4",5.61808878971364,0.937309214360103
"4149","P32","30plus5","Core 2",2172.0414,"1-3-1-4",1.96754224000556,0.191029913722198
"4735","P32","30plus5","Core 2",2189.0566,"2-3-0-5",1.58973422453779,0.60536727174083
"5335","P32","30plus5","Core 2",2200.0726,"3-4-0-3",1.26590386819137,0.070854840468593
"4035","P32","30plus5","Core 2",2213.068,"1-4-1-3",1.1037799884928,0.0252913944681302
"7535","P32","30plus5","Core 2",2230.0832,"2-4-0-4",1.76577882627999,0.783297440913388
"6635","P32","30plus5","Core 2",2243.0786,"0-4-1-4",1.18551900044651,0.150628109239461
"7035","P32","30plus5","Core 2",2260.0938,"1-4-0-5",2.01912792307397,0.922637454934851
"4535","P32","30plus5","Core 2",2271.1098,"2-5-0-3",1.22034307555737,0.288238049697794
"6935","P32","30plus5","Core 2",2301.1204,"1-5-0-4",1.53845385736127,0.00107817526307432
"29035","P32","30plus5","Polyhexose",2314.0978,"0-0-0-11",0.672207135411904,0.747076488178947
"5735","P32","30plus5","Core 2",2316.12,"3-3-1-3",2.83320880926672,0.747076488178947
"4237","P32","30plus5","Core 2",2329.1154,"1-3-2-3",0.774531513709719,0.82210580356375
"10635","P32","30plus5","Core 2",2331.131,"0-5-0-5",0.499014875297316,0.82210580356375
"6335","P32","30plus5","Core 2",2333.1352,"4-3-0-4",2.87567094617406,0.82210580356375
"5035","P32","30plus5","Core 2",2346.1306,"2-3-1-4",1.36772593420905,0.00612133665052529
"5635","P32","30plus5","Core 2",2363.1458,"3-3-0-5",1.30402974670424,0.960653894460388
"6149","P32","30plus5","Core 2",2374.1618,"4-4-0-3",0.923218639418901,0.0458011432381934
"4935","P32","30plus5","Core 2",2387.1572,"2-4-1-3",0.849205001206712,0.00209022522954733
"8435","P32","30plus5","Core 2",2404.1724,"3-4-0-4",1.0220177613797,0.251919731532555
"7149","P32","30plus5","Core 2",2417.1678,"1-4-1-4",0.889476427165327,0.0133169534445528
"7835","P32","30plus5","Core 2",2434.183,"2-4-0-5",1.15164016051691,0.834287586361334
"5435","P32","30plus5","Core 2",2445.199,"3-5-0-3",0.810287295707871,0.042612057563575
"7635","P32","30plus5","Core 2",2475.2096,"2-5-0-4",1.0070910344849,0.808584552611341
"5149","P32","30plus5","Core 2",2503.2046,"2-3-2-3",0,0
"10935","P32","30plus5","Core 2",2505.2202,"1-5-0-5",0,0
"29136","P32","30plus5","Polyhexose",2518.1976,"0-0-0-12",0,0
"5935","P32","30plus5","Core 2",2520.2198,"3-3-1-4",0,0
"6435","P32","30plus5","Core 2",2537.235,"4-3-0-5",0,0
"5835","P32","30plus5","Core 2",2561.2464,"3-4-1-3",0,0
"9335","P32","30plus5","Core 2",2578.2616,"4-4-0-4",0,0
"8035","P32","30plus5","Core 2",2591.257,"2-4-1-4",0,0
"6735","P32","30plus5","Core 2",2604.2524,"0-4-2-4",0,0
"8735","P32","30plus5","Core 2",2608.2722,"3-4-0-5",0,0
"6237","P32","30plus5","Core 2",2619.2882,"4-5-0-3",0,0
"7335","P32","30plus5","Core 2",2621.2676,"1-4-1-5",0,0
"7935","P32","30plus5","Core 2",2638.2828,"2-4-0-6",0,0
"8535","P32","30plus5","Core 2",2649.2988,"3-5-0-4",0,0
"7237","P32","30plus5","Core 2",2662.2942,"1-5-1-4",0,0
"11635","P32","30plus5","Core 2",2679.3094,"2-5-0-5",0,0
"10735","P32","30plus5","Core 2",2692.3048,"0-5-1-5",0,0
"11138","P32","30plus5","Core 2",2709.32,"1-5-0-6",0,0
"7735","P32","30plus5","Core 2",2720.336,"2-6-0-4",0,0
"29235","P32","30plus5","Polyhexose",2722.2974,"0-0-0-13",0,0
"11035","P32","30plus5","Core 2",2750.3466,"1-6-0-5",0,0
"10138","P32","30plus5","Core 2",2752.3508,"5-4-0-4",0,0
"8935","P32","30plus5","Core 2",2765.3462,"3-4-1-4",0,0
"7435","P32","30plus5","Core 2",2778.3416,"1-4-2-4",0,0
"15635","P32","30plus5","Core 2",2780.3572,"0-6-0-6",0,0
"9635","P32","30plus5","Core 2",2782.3614,"4-4-0-5",0,0
"8237","P32","30plus5","Core 2",2795.3568,"2-4-1-5",0,0
"8835","P32","30plus5","Core 2",2812.372,"3-4-0-6",0,0
"9435","P32","30plus5","Core 2",2823.388,"4-5-0-4",0,0
"8149","P32","30plus5","Core 2",2836.3834,"2-5-1-4",0,0
"12535","P32","30plus5","Core 2",2853.3986,"3-5-0-5",0,0
"11236","P32","30plus5","Core 2",2866.394,"1-5-1-5",0,0
"11935","P32","30plus5","Core 2",2883.4092,"2-5-0-6",0,0
"8635","P32","30plus5","Core 2",2894.4252,"3-6-0-4",0,0
"11735","P32","30plus5","Core 2",2924.4358,"2-6-0-5",0,0
"29335","P32","30plus5","Polyhexose",2926.3972,"0-0-0-14",0,0
"9835","P32","30plus5","Core 2",2939.4354,"4-4-1-4",0,0
"8335","P32","30plus5","Core 2",2952.4308,"2-4-2-4",0,0
"15935","P32","30plus5","Core 2",2954.4464,"1-6-0-6",0,0
"10435","P32","30plus5","Core 2",2956.4506,"5-4-0-5",0,0
"9138","P32","30plus5","Core 2",2969.446,"3-4-1-5",0,0
"9735","P32","30plus5","Core 2",2986.4612,"4-4-0-6",0,0
"10236","P32","30plus5","Core 2",2997.4772,"5-5-0-4",0,0
"1202","P33","16plus1","Core 1",534.2262,"0-1-0-1",1525.62124657028,0.999141472057637
"28336","P33","16plus1","STn",691.3002,"0-1-1-0",390.172923919166,0.996988831113921
"4150","P33","16plus1","Core 1",708.3154,"1-1-0-1",98.3118325962216,0.999994145017493
"2151","P33","16plus1","Core 1",895.4,"0-1-1-1",2980.05926462246,0.999566657026932
"6150","P33","16plus1","Core 1",912.4152,"1-1-0-2",47.4618237442499,0.999904501682564
"5150","P33","16plus1","Core 1",953.4418,"1-2-0-1",22.9766939830711,0.407981082797673
"1083","P33","16plus1","Core 2",983.4524,"0-2-0-2",730.122613852403,0.998063285076661
"7150","P33","16plus1","Core 1",1069.4892,"1-1-1-1",7.72995379298149,0.631463456859004
"28436","P33","16plus1","Polyhexose",1089.499,"0-0-0-5",6.85940793574562,0.646291832590794
"1337","P33","16plus1","Core 2",1157.5416,"1-2-0-2",257.772140467207,0.994411048225085
"3150","P33","16plus1","Core 1",1256.5738,"0-1-2-1",229.551123788024,0.997319967422252
"993","P33","16plus1","Core 1",1273.589,"1-1-1-2",5.63629984482934,0.859642052100901
"28536","P33","16plus1","Polyhexose",1293.5988,"0-0-0-6",2.73684116507296,0.373048963393374
"8150","P33","16plus1","Core 1",1314.6156,"1-2-1-1",3.75125369681065,0.0200113154685194
"2036","P33","16plus1","Core 2",1331.6308,"2-2-0-2",32.8443620216085,0.969759565276756
"11102","P33","16plus1","Core 2",1344.6262,"0-2-1-2",223.667657695126,0.995188418606067
"1538","P33","16plus1","Core 2",1361.6414,"1-2-0-3",5.58365034196873,0.919864608915491
"1436","P33","16plus1","Core 2",1402.668,"1-3-0-2",2.20667896229024,0.0118905137498401
"3336","P33","16plus1","Core 2",1432.6786,"0-3-0-3",5.92248100135295,0.975670554835161
"28636","P33","16plus1","Polyhexose",1497.6986,"0-0-0-7",1.52081020659708,0.696923303446841
"28106","P33","16plus1","Core 2",1505.72,"3-2-0-2",5.34785258151411,0.955868921048016
"1636","P33","16plus1","Core 2",1518.7154,"1-2-1-2",57.0374065989104,0.994087134741942
"2336","P33","16plus1","Core 2",1535.7306,"2-2-0-3",2.34567012320277,0.837620217424008
"2152","P33","16plus1","Core 2",1576.7572,"2-3-0-2",1.57215476416325,0.0587214497365115
"3636","P33","16plus1","Core 2",1606.7678,"1-3-0-3",5.16102427383036,0.972056893505641
"2536","P33","16plus1","Core 2",1692.8046,"2-2-1-2",2.02415418835306,0.955183784521009
"28736","P33","16plus1","Polyhexose",1701.7984,"0-0-0-8",0.897043289945044,0.842149690231868
"1240","P33","16plus1","Core 2",1705.8,"0-2-2-2",2.67938453731118,0.842149690231868
"3151","P33","16plus1","Core 2",1709.8198,"3-2-0-3",0.882454100510041,0.842149690231868
"1836","P33","16plus1","Core 2",1722.8152,"1-2-1-3",1.10777436554383,0.0536608109315321
"2436","P33","16plus1","Core 2",1739.8304,"2-2-0-4",1.10592623850998,0.0367066196698754
"2965","P33","16plus1","Core 2",1750.8464,"3-3-0-2",1.29449344972906,0.105196678247454
"1736","P33","16plus1","Core 2",1763.8418,"1-3-1-2",1.06840386809667,0.478957814708837
"4336","P33","16plus1","Core 2",1780.857,"2-3-0-3",3.64214593543363,0.941949224044953
"3436","P33","16plus1","Core 2",1793.8524,"0-3-1-3",2.13909495642027,0.898839993672872
"3836","P33","16plus1","Core 2",1810.8676,"1-3-0-4",0.99839651975002,0.684293703629144
"2238","P33","16plus1","Core 2",1821.8836,"2-4-0-2",0.964445893355885,0.0437997621080562
"3736","P33","16plus1","Core 2",1851.8942,"1-4-0-3",1.01724985165463,0.0107447634923022
"1936","P33","16plus1","Core 2",1879.8892,"1-2-2-2",0.869942281905407,0.00214747890066827
"6536","P33","16plus1","Core 2",1881.9048,"0-4-0-4",0.911166623954547,0.00214747890066827
"2736","P33","16plus1","Core 2",1896.9044,"2-2-1-3",0.838400297281701,0.884216696045509
"28836","P33","16plus1","Polyhexose",1905.8982,"0-0-0-9",0.723654078373398,0.240283796757802
"3238","P33","16plus1","Core 2",1913.9196,"3-2-0-4",0.7603606934523,0.523673900966174
"2636","P33","16plus1","Core 2",1937.931,"2-3-1-2",0.82136333467549,0.622378455251919
"5238","P33","16plus1","Core 2",1954.9462,"3-3-0-3",1.08784627853381,0.627452184724757
"3936","P33","16plus1","Core 2",1967.9416,"1-3-1-3",1.93994223964164,0.977346811174239
"4636","P33","16plus1","Core 2",1984.9568,"2-3-0-4",0.852360954455117,0.260397617269474
"3036","P33","16plus1","Core 2",1995.9728,"3-4-0-2",0.814138131067334,0.345563130335772
"4436","P33","16plus1","Core 2",2025.9834,"2-4-0-3",0.774474476240156,0.576303181238744
"6836","P33","16plus1","Core 2",2055.994,"1-4-0-4",0.7021506702387,0.0857396324422387
"28936","P33","16plus1","Polyhexose",2109.998,"0-0-0-10",0.574478319339955,0.37844919201352
"6036","P33","16plus1","Core 2",2129.0354,"4-3-0-3",0.604000976996433,0.000278220335392704
"4836","P33","16plus1","Core 2",2142.0308,"2-3-1-3",0.732784167371114,0.45069939036268
"3536","P33","16plus1","Core 2",2155.0262,"0-3-2-3",0.752180595045857,0.00796548995442613
"5536","P33","16plus1","Core 2",2159.046,"3-3-0-4",0.594440867573148,0.00796548995442613
"4151","P33","16plus1","Core 2",2172.0414,"1-3-1-4",0.61648833306348,0.0582969063002044
"4736","P33","16plus1","Core 2",2189.0566,"2-3-0-5",0.641908071549905,0.618676108775559
"5336","P33","16plus1","Core 2",2200.0726,"3-4-0-3",0.707596817180713,0.105875081480601
"4036","P33","16plus1","Core 2",2213.068,"1-4-1-3",0.580114040032055,0.275663508025011
"7536","P33","16plus1","Core 2",2230.0832,"2-4-0-4",0.786168382097454,0.273294475513593
"6636","P33","16plus1","Core 2",2243.0786,"0-4-1-4",0.497693690792175,0.383108297851337
"7036","P33","16plus1","Core 2",2260.0938,"1-4-0-5",0.600667542765667,0.0218503113153875
"4536","P33","16plus1","Core 2",2271.1098,"2-5-0-3",0.531761369134684,0.0187847024912161
"6936","P33","16plus1","Core 2",2301.1204,"1-5-0-4",0.65009306104964,0.319594407120179
"29036","P33","16plus1","Polyhexose",2314.0978,"0-0-0-11",0.30635154947012,0.00965398492400967
"5736","P33","16plus1","Core 2",2316.12,"3-3-1-3",0.484448819538588,0.00965398492400967
"4238","P33","16plus1","Core 2",2329.1154,"1-3-2-3",0.381715666413364,0.0941127853931467
"10636","P33","16plus1","Core 2",2331.131,"0-5-0-5",0.12325541604656,0.0941127853931467
"6336","P33","16plus1","Core 2",2333.1352,"4-3-0-4",0.463806406928881,0.0941127853931467
"5036","P33","16plus1","Core 2",2346.1306,"2-3-1-4",0.539790813142058,0.314642603835074
"5636","P33","16plus1","Core 2",2363.1458,"3-3-0-5",0.432196995717017,0.52406148635604
"6151","P33","16plus1","Core 2",2374.1618,"4-4-0-3",0.52130777784231,0.676991553522578
"4936","P33","16plus1","Core 2",2387.1572,"2-4-1-3",0.501323301184619,0.691711013892128
"8436","P33","16plus1","Core 2",2404.1724,"3-4-0-4",0.575052867742868,0.355968111984295
"7151","P33","16plus1","Core 2",2417.1678,"1-4-1-4",0.400626545206257,0.663131459906402
"7836","P33","16plus1","Core 2",2434.183,"2-4-0-5",0.43870878985511,0.0867590804742316
"5436","P33","16plus1","Core 2",2445.199,"3-5-0-3",0.460686217081827,0.0326944821138838
"7636","P33","16plus1","Core 2",2475.2096,"2-5-0-4",0.483148255983321,0.239010037262567
"5151","P33","16plus1","Core 2",2503.2046,"2-3-2-3",0,0
"10936","P33","16plus1","Core 2",2505.2202,"1-5-0-5",0,0
"29137","P33","16plus1","Polyhexose",2518.1976,"0-0-0-12",0,0
"5936","P33","16plus1","Core 2",2520.2198,"3-3-1-4",0,0
"6436","P33","16plus1","Core 2",2537.235,"4-3-0-5",0,0
"5836","P33","16plus1","Core 2",2561.2464,"3-4-1-3",0,0
"9336","P33","16plus1","Core 2",2578.2616,"4-4-0-4",0,0
"8036","P33","16plus1","Core 2",2591.257,"2-4-1-4",0,0
"6736","P33","16plus1","Core 2",2604.2524,"0-4-2-4",0,0
"8736","P33","16plus1","Core 2",2608.2722,"3-4-0-5",0,0
"6238","P33","16plus1","Core 2",2619.2882,"4-5-0-3",0,0
"7336","P33","16plus1","Core 2",2621.2676,"1-4-1-5",0,0
"7936","P33","16plus1","Core 2",2638.2828,"2-4-0-6",0,0
"8536","P33","16plus1","Core 2",2649.2988,"3-5-0-4",0,0
"7238","P33","16plus1","Core 2",2662.2942,"1-5-1-4",0,0
"11636","P33","16plus1","Core 2",2679.3094,"2-5-0-5",0,0
"10736","P33","16plus1","Core 2",2692.3048,"0-5-1-5",0,0
"11139","P33","16plus1","Core 2",2709.32,"1-5-0-6",0,0
"7736","P33","16plus1","Core 2",2720.336,"2-6-0-4",0,0
"29236","P33","16plus1","Polyhexose",2722.2974,"0-0-0-13",0,0
"11036","P33","16plus1","Core 2",2750.3466,"1-6-0-5",0,0
"10139","P33","16plus1","Core 2",2752.3508,"5-4-0-4",0,0
"8936","P33","16plus1","Core 2",2765.3462,"3-4-1-4",0,0
"7436","P33","16plus1","Core 2",2778.3416,"1-4-2-4",0,0
"15636","P33","16plus1","Core 2",2780.3572,"0-6-0-6",0,0
"9636","P33","16plus1","Core 2",2782.3614,"4-4-0-5",0,0
"8238","P33","16plus1","Core 2",2795.3568,"2-4-1-5",0,0
"8836","P33","16plus1","Core 2",2812.372,"3-4-0-6",0,0
"9436","P33","16plus1","Core 2",2823.388,"4-5-0-4",0,0
"8151","P33","16plus1","Core 2",2836.3834,"2-5-1-4",0,0
"12536","P33","16plus1","Core 2",2853.3986,"3-5-0-5",0,0
"11237","P33","16plus1","Core 2",2866.394,"1-5-1-5",0,0
"11936","P33","16plus1","Core 2",2883.4092,"2-5-0-6",0,0
"8636","P33","16plus1","Core 2",2894.4252,"3-6-0-4",0,0
"11736","P33","16plus1","Core 2",2924.4358,"2-6-0-5",0,0
"29336","P33","16plus1","Polyhexose",2926.3972,"0-0-0-14",0,0
"9836","P33","16plus1","Core 2",2939.4354,"4-4-1-4",0,0
"8336","P33","16plus1","Core 2",2952.4308,"2-4-2-4",0,0
"15936","P33","16plus1","Core 2",2954.4464,"1-6-0-6",0,0
"10436","P33","16plus1","Core 2",2956.4506,"5-4-0-5",0,0
"9139","P33","16plus1","Core 2",2969.446,"3-4-1-5",0,0
"9736","P33","16plus1","Core 2",2986.4612,"4-4-0-6",0,0
"10237","P33","16plus1","Core 2",2997.4772,"5-5-0-4",0,0
"1203","P33","24plus1","Core 1",534.2262,"0-1-0-1",899.195206390465,0.999859488371285
"28337","P33","24plus1","STn",691.3002,"0-1-1-0",309.953388315775,0.95590575707835
"4152","P33","24plus1","Core 1",708.3154,"1-1-0-1",71.664376451534,0.179541349571923
"2153","P33","24plus1","Core 1",895.4,"0-1-1-1",93.3257545731182,0.479626141883371
"6152","P33","24plus1","Core 1",912.4152,"1-1-0-2",106.84566562298,0.242678015617395
"5152","P33","24plus1","Core 1",953.4418,"1-2-0-1",13.7387722141822,0.0167707557102801
"1084","P33","24plus1","Core 2",983.4524,"0-2-0-2",135.955567676548,0.993804469726424
"7152","P33","24plus1","Core 1",1069.4892,"1-1-1-1",7.35814264538711,0.248394920966789
"28437","P33","24plus1","Polyhexose",1089.499,"0-0-0-5",7.09871629615829,0.458967816878898
"1338","P33","24plus1","Core 2",1157.5416,"1-2-0-2",31.5815744209076,0.982698912625615
"3152","P33","24plus1","Core 1",1256.5738,"0-1-2-1",3.18120047799118,0.861146280504051
"994","P33","24plus1","Core 1",1273.589,"1-1-1-2",2.74699104796555,0.384109570697504
"28537","P33","24plus1","Polyhexose",1293.5988,"0-0-0-6",2.43546101401403,0.0261040926143267
"8152","P33","24plus1","Core 1",1314.6156,"1-2-1-1",2.12164337085445,0.2111222288894
