,dHex_count,HexNAc_count,NeuAc_count,Hex_count,mass,Glycan_type,Intensity,Rsquared,Sample_collection_time,Sample_name,Sample_collection
1380,5,2,0,0,4329.1558,Tetra,1.12397385162385,0.924867714435768,25plus3,P9,P9-25plus3
1381,2,0,1,1,4331.1618,Penta,0.166338273187042,0.924867714435768,25plus3,P9,P9-25plus3
1382,6,0,1,2,4333.1394,Tri,0.200564133234987,0.924867714435768,25plus3,P9,P9-25plus3
1383,3,1,3,0,4370.1462,Tri,1.21355579852191,0.986423384675735,25plus3,P9,P9-25plus3
1384,2,1,1,0,4372.1352,Penta,0.792809720703244,0.986423384675735,25plus3,P9,P9-25plus3
1385,6,0,1,0,4374.166,Tetra,0.696212629334904,0.986423384675735,25plus3,P9,P9-25plus3
1386,0,1,2,0,4385.1306,Penta,0.214718936588485,0.994176420208725,25plus3,P9,P9-25plus3
1387,4,0,2,0,4387.1614,Tetra,9.22237372628664,0.994176420208725,25plus3,P9,P9-25plus3
1388,3,0,0,0,4389.177,Hexa,0.204553708514747,0.994176420208725,25plus3,P9,P9-25plus3
1389,7,0,0,1,4391.1812,Tetra,0.0176812158352909,0.994176420208725,25plus3,P9,P9-25plus3
1390,2,0,3,0,4400.1568,Tetra,1.82944364960585,0.988394573039408,25plus3,P9,P9-25plus3
1391,1,0,1,0,4402.1724,Hexa,1.79882513268801,0.988394573039408,25plus3,P9,P9-25plus3
1392,5,0,1,1,4404.1766,Tetra,0.77619956114537,0.988394573039408,25plus3,P9,P9-25plus3
1393,0,0,4,0,4413.1522,Tetra,1.42073079445947,0.954510612264479,25plus3,P9,P9-25plus3
1394,6,2,1,0,4415.1926,Tri,0.165987223891754,0.954510612264479,25plus3,P9,P9-25plus3
1395,3,0,2,1,4417.172,Tetra,0.731722729204173,0.954510612264479,25plus3,P9,P9-25plus3
1396,2,0,0,1,4419.2142,Hexa,0.196985714749551,0.954510612264479,25plus3,P9,P9-25plus3
1397,6,0,0,2,4421.1918,Tetra,0.156554178478375,0.954510612264479,25plus3,P9,P9-25plus3
1398,4,2,2,0,4428.188,Tri,0.914843092450521,0.965951134003476,25plus3,P9,P9-25plus3
1399,3,2,0,0,4430.1504,Penta,0.298109852892407,0.965951134003476,25plus3,P9,P9-25plus3
1400,7,1,0,0,4432.2078,Tetra,0.208989469587049,0.965951134003476,25plus3,P9,P9-25plus3
1401,4,0,1,2,4434.1872,Tetra,0.283110735623546,0.965951134003476,25plus3,P9,P9-25plus3
1402,1,2,1,0,4443.1458,Penta,0.664492908864008,0.958988627419786,25plus3,P9,P9-25plus3
1403,5,1,1,0,4445.2032,Tetra,0.372465902552353,0.958988627419786,25plus3,P9,P9-25plus3
1404,2,0,2,2,4447.1826,Tetra,0.269556771043329,0.958988627419786,25plus3,P9,P9-25plus3
1405,5,0,0,3,4451.2024,Tetra,0.197366290466589,0.958988627419786,25plus3,P9,P9-25plus3
1406,3,1,2,0,4458.1986,Tetra,2.41816122332579,0.989756700794074,25plus3,P9,P9-25plus3
1407,2,1,0,0,4460.1876,Hexa,0.0,0.989756700794074,25plus3,P9,P9-25plus3
1408,6,0,0,0,4462.2184,Penta,1.71276637872991,0.989756700794074,25plus3,P9,P9-25plus3
1409,3,0,1,3,4464.1978,Tetra,0.0180753620453898,0.989756700794074,25plus3,P9,P9-25plus3
1410,1,1,3,0,4471.194,Tetra,0.521417244911547,0.992705730409871,25plus3,P9,P9-25plus3
1411,7,3,0,0,4473.2344,Tri,0.340125139634244,0.992705730409871,25plus3,P9,P9-25plus3
1412,4,0,1,0,4475.2138,Penta,3.56729955083056,0.992705730409871,25plus3,P9,P9-25plus3
1413,5,3,1,0,4486.2298,Tri,0.157721482439738,0.952852780128241,25plus3,P9,P9-25plus3
1414,2,0,2,0,4488.2092,Penta,1.93945671314638,0.952852780128241,25plus3,P9,P9-25plus3
1415,5,0,0,1,4492.2556,Penta,0.780170056765301,0.952852780128241,25plus3,P9,P9-25plus3
1416,0,0,3,0,4501.2046,Penta,0.449437426685627,0.955221675157834,25plus3,P9,P9-25plus3
1417,6,2,0,0,4503.245,Tetra,0.286976597106222,0.955221675157834,25plus3,P9,P9-25plus3
1418,3,0,1,1,4505.251,Penta,0.606061881479763,0.955221675157834,25plus3,P9,P9-25plus3
1419,2,2,2,0,4529.2358,Tetra,0.495268290321046,0.904358723314182,25plus3,P9,P9-25plus3
1420,1,2,0,0,4531.1982,Hexa,0.065863192107669,0.904358723314182,25plus3,P9,P9-25plus3
1421,5,1,0,0,4533.229,Penta,0.399852710889759,0.904358723314182,25plus3,P9,P9-25plus3
1422,9,0,0,0,4535.2598,Tetra,0.12144425199888,0.904358723314182,25plus3,P9,P9-25plus3
1423,4,1,3,0,4544.2354,Tri,0.73868592829521,0.949197727922681,25plus3,P9,P9-25plus3
1424,3,1,1,0,4546.2244,Penta,0.597818691466475,0.949197727922681,25plus3,P9,P9-25plus3
1425,7,0,1,0,4548.2552,Tetra,0.329687041690825,0.949197727922681,25plus3,P9,P9-25plus3
1426,3,0,0,3,4552.33,Penta,0.160201349002237,0.949197727922681,25plus3,P9,P9-25plus3
1427,5,0,2,0,4561.2506,Tetra,2.84785079375797,0.993575395518671,25plus3,P9,P9-25plus3
1428,4,0,0,0,4563.2662,Hexa,1.02134012211275,0.993575395518671,25plus3,P9,P9-25plus3
1429,8,0,0,1,4565.2704,Tetra,0.0148086414182231,0.993575395518671,25plus3,P9,P9-25plus3
1430,3,0,3,0,4574.246,Tetra,3.8067789258132,0.993373891533743,25plus3,P9,P9-25plus3
1431,2,0,1,0,4576.2616,Hexa,1.38082433506353,0.993373891533743,25plus3,P9,P9-25plus3
1432,6,0,1,1,4578.2658,Tetra,0.319310743811542,0.993373891533743,25plus3,P9,P9-25plus3
1433,1,0,4,0,4587.2414,Tetra,0.68746606568194,0.922418771164651,25plus3,P9,P9-25plus3
1434,0,0,2,0,4589.257,Hexa,0.326580901737084,0.922418771164651,25plus3,P9,P9-25plus3
1435,4,0,2,1,4591.2612,Tetra,0.785720888415728,0.922418771164651,25plus3,P9,P9-25plus3
1436,3,0,0,1,4593.3034,Hexa,0.0,0.922418771164651,25plus3,P9,P9-25plus3
1437,7,0,0,2,4595.281,Tetra,0.169761488128369,0.922418771164651,25plus3,P9,P9-25plus3
1438,5,2,2,0,4602.2772,Tri,0.525378549972967,0.945165332436217,25plus3,P9,P9-25plus3
1439,4,2,0,0,4604.2396,Penta,0.0943933872034553,0.945165332436217,25plus3,P9,P9-25plus3
1440,8,1,0,0,4606.297,Tetra,0.359120085130694,0.945165332436217,25plus3,P9,P9-25plus3
1441,5,0,1,2,4608.2764,Tetra,0.0833346534088373,0.945165332436217,25plus3,P9,P9-25plus3
1442,4,1,2,0,4632.2878,Tetra,1.40561242649463,0.993162985916599,25plus3,P9,P9-25plus3
1443,3,1,0,0,4634.2768,Hexa,0.0225796331095052,0.993162985916599,25plus3,P9,P9-25plus3
1444,7,0,0,0,4636.3076,Penta,0.295712405729129,0.993162985916599,25plus3,P9,P9-25plus3
1445,4,0,1,3,4638.287,Tetra,0.0969149040285107,0.993162985916599,25plus3,P9,P9-25plus3
1446,2,1,3,0,4645.2832,Tetra,0.533609978757459,0.971578376886873,25plus3,P9,P9-25plus3
1447,1,1,1,0,4647.2722,Hexa,0.467112436347578,0.971578376886873,25plus3,P9,P9-25plus3
1448,5,0,1,0,4649.303,Penta,3.09720045331741,0.971578376886873,25plus3,P9,P9-25plus3
1449,5,0,0,4,4655.3022,Tetra,0.325535061470294,0.959128637669407,25plus3,P9,P9-25plus3
1450,0,1,4,0,4658.2786,Tetra,0.0,0.959128637669407,25plus3,P9,P9-25plus3
1451,6,3,1,0,4660.319,Tri,0.171822193315047,0.959128637669407,25plus3,P9,P9-25plus3
1452,3,0,2,0,4662.2984,Penta,2.19435716404623,0.959128637669407,25plus3,P9,P9-25plus3
1453,6,0,0,1,4666.3448,Penta,1.09059041159366,0.959128637669407,25plus3,P9,P9-25plus3
1454,1,0,3,0,4675.2938,Penta,0.765684418646052,0.93496088392195,25plus3,P9,P9-25plus3
1455,7,2,0,0,4677.3342,Tetra,0.066539996984473,0.93496088392195,25plus3,P9,P9-25plus3
1456,4,0,1,1,4679.3402,Penta,0.479980418656654,0.93496088392195,25plus3,P9,P9-25plus3
1457,1,2,3,0,4716.3204,Tetra,0.316261606847655,0.944063535514462,25plus3,P9,P9-25plus3
1458,7,4,0,0,4718.3608,Tri,0.108675581806818,0.944063535514462,25plus3,P9,P9-25plus3
1459,4,1,1,0,4720.3136,Penta,0.638269268289656,0.944063535514462,25plus3,P9,P9-25plus3
1460,8,0,1,0,4722.3444,Tetra,0.151373910877654,0.944063535514462,25plus3,P9,P9-25plus3
1461,4,0,0,3,4726.4192,Penta,0.111512496666906,0.944063535514462,25plus3,P9,P9-25plus3
1462,2,1,2,0,4733.309,Penta,0.956078342590346,0.97843565895262,25plus3,P9,P9-25plus3
1463,6,0,2,0,4735.3398,Tetra,0.287516743160339,0.97843565895262,25plus3,P9,P9-25plus3
1464,5,0,0,0,4737.3554,Hexa,1.33765519208137,0.97843565895262,25plus3,P9,P9-25plus3
1465,9,0,0,1,4739.3596,Tetra,0.0,0.97843565895262,25plus3,P9,P9-25plus3
1466,0,1,3,0,4746.3044,Penta,0.0,0.991880145730492,25plus3,P9,P9-25plus3
1467,4,0,3,0,4748.3352,Tetra,11.7438249816484,0.991880145730492,25plus3,P9,P9-25plus3
1468,3,0,1,0,4750.3508,Hexa,0.721219111907184,0.991880145730492,25plus3,P9,P9-25plus3
1469,7,0,1,1,4752.355,Tetra,0.0529444040648697,0.991880145730492,25plus3,P9,P9-25plus3
1470,2,0,4,0,4761.3306,Tetra,0.446559620140128,0.977882042913724,25plus3,P9,P9-25plus3
1471,5,0,2,1,4765.3504,Tetra,1.07799901851415,0.977882042913724,25plus3,P9,P9-25plus3
1472,4,0,0,1,4767.3926,Hexa,0.0,0.977882042913724,25plus3,P9,P9-25plus3
1473,8,0,0,2,4769.3702,Tetra,0.264147982733772,0.977882042913724,25plus3,P9,P9-25plus3
1474,2,3,2,0,4774.3622,Tetra,0.259168886356586,0.931280726767543,25plus3,P9,P9-25plus3
1475,5,2,0,0,4778.3288,Penta,0.734916836165031,0.931280726767543,25plus3,P9,P9-25plus3
1476,9,1,0,0,4780.3862,Tetra,0.0,0.931280726767543,25plus3,P9,P9-25plus3
1477,6,0,1,2,4782.3656,Tetra,0.210097637382956,0.931280726767543,25plus3,P9,P9-25plus3
1478,5,1,2,0,4806.377,Tetra,0.644497390133409,0.930619185712305,25plus3,P9,P9-25plus3
1479,4,1,0,0,4808.366,Hexa,0.0360429502169108,0.930619185712305,25plus3,P9,P9-25plus3
1480,8,0,0,0,4810.3968,Penta,0.055580065736526,0.930619185712305,25plus3,P9,P9-25plus3
1481,5,0,1,3,4812.3762,Tetra,0.143697066427783,0.930619185712305,25plus3,P9,P9-25plus3
1482,3,1,3,0,4819.3724,Tetra,0.77410138275544,0.977438596064615,25plus3,P9,P9-25plus3
1483,2,1,1,0,4821.3614,Hexa,0.157065143630192,0.977438596064615,25plus3,P9,P9-25plus3
1484,6,0,1,0,4823.3922,Penta,1.10353547610264,0.977438596064615,25plus3,P9,P9-25plus3
1485,6,0,0,4,4829.3914,Tetra,0.182753923786707,0.990214740912052,25plus3,P9,P9-25plus3
1486,1,1,4,0,4832.3678,Tetra,0.0960471557302447,0.990214740912052,25plus3,P9,P9-25plus3
1487,0,1,2,0,4834.3568,Hexa,0.106334810374144,0.990214740912052,25plus3,P9,P9-25plus3
1488,4,0,2,0,4836.3876,Penta,2.62555779975028,0.990214740912052,25plus3,P9,P9-25plus3
1489,7,0,0,1,4840.434,Penta,0.419671510283692,0.990214740912052,25plus3,P9,P9-25plus3
1490,2,0,3,0,4849.383,Penta,0.77501682346762,0.961559942621943,25plus3,P9,P9-25plus3
1491,8,2,0,0,4851.4234,Tetra,0.310883007433134,0.961559942621943,25plus3,P9,P9-25plus3
1492,5,0,1,1,4853.4294,Penta,0.485527545701337,0.961559942621943,25plus3,P9,P9-25plus3
1493,2,2,3,0,4890.4096,Tetra,0.219296265184178,0.926778589456419,25plus3,P9,P9-25plus3
1494,1,2,1,0,4892.372,Hexa,0.123418576133503,0.926778589456419,25plus3,P9,P9-25plus3
1495,5,1,1,0,4894.4028,Penta,0.408566554379359,0.926778589456419,25plus3,P9,P9-25plus3
1496,2,0,2,2,4896.462,Penta,0.108829128900533,0.926778589456419,25plus3,P9,P9-25plus3
1497,5,0,0,3,4900.5084,Penta,0.0605213959469302,0.926778589456419,25plus3,P9,P9-25plus3
1498,3,1,2,0,4907.3982,Penta,0.797613270789103,0.980575334556016,25plus3,P9,P9-25plus3
1499,7,0,2,0,4909.429,Tetra,0.0227831120145274,0.980575334556016,25plus3,P9,P9-25plus3
1500,6,0,0,0,4911.4446,Hexa,1.34955577291475,0.980575334556016,25plus3,P9,P9-25plus3
1501,3,0,1,3,4913.5038,Penta,0.0,0.980575334556016,25plus3,P9,P9-25plus3
1502,1,1,3,0,4920.3936,Penta,0.207700807061011,0.990295551577141,25plus3,P9,P9-25plus3
1503,5,0,3,0,4922.4244,Tetra,2.24039719281619,0.990295551577141,25plus3,P9,P9-25plus3
1504,4,0,1,0,4924.44,Hexa,1.8696710648798,0.990295551577141,25plus3,P9,P9-25plus3
1505,8,0,1,1,4926.4442,Tetra,0.0,0.990295551577141,25plus3,P9,P9-25plus3
1506,4,0,0,4,4930.5456,Penta,0.242980210938859,0.990295551577141,25plus3,P9,P9-25plus3
1507,3,0,4,0,4935.4198,Tetra,1.4619092973556,0.997620093392313,25plus3,P9,P9-25plus3
1508,2,0,2,0,4937.4354,Hexa,1.12075011397297,0.997620093392313,25plus3,P9,P9-25plus3
1509,6,0,2,1,4939.4396,Tetra,0.41161438768026,0.997620093392313,25plus3,P9,P9-25plus3
1510,5,0,0,1,4941.4818,Hexa,0.0369596217775763,0.997620093392313,25plus3,P9,P9-25plus3
1511,9,0,0,2,4943.4594,Tetra,0.154934890966792,0.997620093392313,25plus3,P9,P9-25plus3
1512,3,3,2,0,4948.4514,Tetra,0.201605196643454,0.956711680312491,25plus3,P9,P9-25plus3
1513,0,0,3,0,4950.4308,Hexa,0.249157131378266,0.956711680312491,25plus3,P9,P9-25plus3
1514,6,2,0,0,4952.418,Penta,0.356827060259666,0.956711680312491,25plus3,P9,P9-25plus3
1515,3,0,1,1,4954.4772,Hexa,0.179417805302595,0.956711680312491,25plus3,P9,P9-25plus3
1516,7,0,1,2,4956.4548,Tetra,0.104072662081967,0.956711680312491,25plus3,P9,P9-25plus3
1517,2,2,2,0,4978.4088,Penta,0.218695072773827,0.94676026521172,25plus3,P9,P9-25plus3
1518,6,1,2,0,4980.4662,Tetra,0.0661139549081644,0.94676026521172,25plus3,P9,P9-25plus3
1519,5,1,0,0,4982.4552,Hexa,0.299375273968647,0.94676026521172,25plus3,P9,P9-25plus3
1520,9,0,0,0,4984.486,Penta,0.0,0.94676026521172,25plus3,P9,P9-25plus3
1521,6,0,1,3,4986.4654,Tetra,0.149029849326311,0.94676026521172,25plus3,P9,P9-25plus3
1522,1,-2,0,-3,1141.5416,Paucimannose,690.839783346354,0.994911561092639,20plus5,P4,P4-20plus5
1523,0,-2,0,-2,1171.5522,Paucimannose,75.0392138544719,0.991799262483574,20plus5,P4,P4-20plus5
1524,1,-2,0,-2,1345.6414,Paucimannose,162.044871982198,0.987173323218158,20plus5,P4,P4-20plus5
1525,0,-1,0,-2,1416.6786,Truncated,13.0235612944528,0.99803003150797,20plus5,P4,P4-20plus5
1526,0,-2,0,0,1579.752,High mannose,1125.46096999557,0.995361522446421,20plus5,P4,P4-20plus5
1527,1,-1,0,-2,1590.7678,Truncated,105.696342661358,0.97672588910262,20plus5,P4,P4-20plus5
1528,0,-1,0,-1,1620.7784,Truncated,17.6985752086635,0.971924539305562,20plus5,P4,P4-20plus5
1529,0,0,0,-2,1661.805,Truncated,9.18284975761783,0.998247223148856,20plus5,P4,P4-20plus5
1530,0,-2,0,1,1783.852,High mannose,1320.00551860027,0.995181938174536,20plus5,P4,P4-20plus5
1531,1,-1,0,-1,1794.8676,Truncated,79.1037419106304,0.972231932352042,20plus5,P4,P4-20plus5
1532,0,-1,0,0,1824.8782,Hybrid,23.3622604517347,0.987529276054602,20plus5,P4,P4-20plus5
1533,1,0,0,-2,1835.8942,Truncated,165.920170488779,0.98456727672531,20plus5,P4,P4-20plus5
1534,0,0,0,-1,1865.9048,Truncated,32.137627804353,0.978071211176224,20plus5,P4,P4-20plus5
1535,0,1,0,-2,1906.9314,Truncated,19.6393589426861,0.992895477878407,20plus5,P4,P4-20plus5
1536,0,-1,1,-1,1981.9522,Truncated,50.7751222382319,0.953347713812624,20plus5,P4,P4-20plus5
1537,0,-2,0,2,1987.951,High mannose,511.20041973073,0.989807021184586,20plus5,P4,P4-20plus5
1538,1,-1,0,0,1998.9674,Hybrid,32.1134690604398,0.953367903658046,20plus5,P4,P4-20plus5
1539,0,-1,0,1,2028.978,Hybrid,26.0148900709859,0.996799708172938,20plus5,P4,P4-20plus5
1540,1,0,0,-1,2039.994,Truncated,293.863930243419,0.986931361806888,20plus5,P4,P4-20plus5
1541,0,0,0,0,2070.0046,Bi,111.10320302479,0.990728878188738,20plus5,P4,P4-20plus5
1542,0,1,0,-1,2111.0312,Truncated,44.8114963441585,0.995820703714517,20plus5,P4,P4-20plus5
1543,1,-1,1,-1,2156.0414,Mono,555.248739156168,0.990399192692708,20plus5,P4,P4-20plus5
1544,0,-2,0,3,2192.051,High mannose,328.249711699116,0.987941457348202,20plus5,P4,P4-20plus5
1545,1,0,0,0,2244.0938,Bi,461.274004709438,0.985223110376605,20plus5,P4,P4-20plus5
1546,1,1,0,-1,2285.1204,Truncated,230.414268395365,0.981362402250186,20plus5,P4,P4-20plus5
1547,0,1,0,0,2315.131,Bi,71.5004605124465,0.99298500160424,20plus5,P4,P4-20plus5
1548,0,-1,1,1,2390.1518,Hybrid,111.88278051041,0.969203690038186,20plus5,P4,P4-20plus5
1549,1,0,1,-1,2401.1678,Truncated,137.06250246285,0.982546015555219,20plus5,P4,P4-20plus5
1550,2,0,0,0,2418.183,Bi,201.177077506122,0.961503558809105,20plus5,P4,P4-20plus5
1551,0,0,1,0,2431.1784,Bi,290.344635273445,0.989629832948379,20plus5,P4,P4-20plus5
1552,1,0,0,1,2448.1936,Bi,80.0806638764442,0.925823683711818,20plus5,P4,P4-20plus5
1553,2,1,0,-1,2459.2096,LacdiNAc,51.210967289348,0.995907134968528,20plus5,P4,P4-20plus5
1554,1,1,0,0,2489.2202,Bi,442.488963907936,0.986103402145171,20plus5,P4,P4-20plus5
1555,0,0,0,0,2519.2308,Tri,22.2821093941713,0.998746075251257,20plus5,P4,P4-20plus5
1556,1,-1,1,1,2564.241,Hybrid,29.0187288226473,0.984908681205063,20plus5,P4,P4-20plus5
1557,3,0,0,0,2592.2722,Bi,312.428212041958,0.981367627007507,20plus5,P4,P4-20plus5
1558,1,0,1,0,2605.2676,Bi,574.849731469551,0.995470767823128,20plus5,P4,P4-20plus5
1559,1,1,1,-1,2646.2942,Truncated,104.226973968401,0.98856145157677,20plus5,P4,P4-20plus5
1560,2,1,0,0,2663.3094,Bi,126.310365107004,0.956906390191312,20plus5,P4,P4-20plus5
1561,3,2,0,-2,2674.3254,LacdiNAc,25.4453448140981,0.990605538438739,20plus5,P4,P4-20plus5
1562,0,1,1,0,2676.3048,Bi,131.138232719781,0.990605538438739,20plus5,P4,P4-20plus5
1563,1,0,0,0,2693.32,Tri,99.5049272347594,0.963753553941596,20plus5,P4,P4-20plus5
1564,1,2,0,0,2734.3466,Bi,18.72224872525,0.987404972248189,20plus5,P4,P4-20plus5
1565,2,-1,1,1,2738.3302,Hybrid,4.34153803904559,0.987404972248189,20plus5,P4,P4-20plus5
1566,0,1,0,0,2764.3572,Tri,27.7923603275269,0.990515840142468,20plus5,P4,P4-20plus5
1567,4,0,0,0,2766.3614,Bi,128.834501127068,0.990515840142468,20plus5,P4,P4-20plus5
1568,2,0,1,0,2779.3568,Bi,429.500276253054,0.982521652424937,20plus5,P4,P4-20plus5
1569,0,0,2,0,2792.3522,Bi,1011.43693387464,0.997960439933469,20plus5,P4,P4-20plus5
1570,3,0,0,1,2796.372,Bi,51.6636348251253,0.997960439933469,20plus5,P4,P4-20plus5
1571,4,1,0,-1,2807.388,LacdiNAc,106.926526391879,0.911549435321016,20plus5,P4,P4-20plus5
1572,1,0,1,1,2809.3674,Bi,100.347910930894,0.911549435321016,20plus5,P4,P4-20plus5
1573,3,1,0,0,2837.3986,Bi,112.74180141339,0.949035829207201,20plus5,P4,P4-20plus5
1574,4,2,0,-2,2848.4146,LacdiNAc,37.0307204498742,0.997693748267394,20plus5,P4,P4-20plus5
1575,1,1,1,0,2850.394,Bi,1246.55659005007,0.997693748267394,20plus5,P4,P4-20plus5
1576,0,0,1,0,2880.4046,Tri,82.2779778143963,0.979726447128396,20plus5,P4,P4-20plus5
1577,1,1,0,0,2938.4464,Tri,53.915760566874,0.989003643183089,20plus5,P4,P4-20plus5
1578,5,0,0,0,2940.4506,Bi,66.3549518156652,0.989003643183089,20plus5,P4,P4-20plus5
1579,1,0,2,0,2966.4414,Bi,604.278924339284,0.999378049150934,20plus5,P4,P4-20plus5
1580,0,0,0,0,2968.457,Tetra,0.0,0.999378049150934,20plus5,P4,P4-20plus5
1581,4,0,0,1,2970.4612,Bi,11.3814249763433,0.999378049150934,20plus5,P4,P4-20plus5
1582,5,1,0,-1,2981.4772,LacdiNAc,53.7801871672847,0.939635716235806,20plus5,P4,P4-20plus5
1583,2,0,1,1,2983.4566,Bi,64.1903625133513,0.939635716235806,20plus5,P4,P4-20plus5
1584,4,1,0,0,3011.4878,Bi,53.1001727446343,0.950913869415578,20plus5,P4,P4-20plus5
1585,5,2,0,-2,3022.5038,LacdiNAc,11.1890366501058,0.997540914638007,20plus5,P4,P4-20plus5
1586,2,1,1,0,3024.4832,Bi,209.144703532577,0.997540914638007,20plus5,P4,P4-20plus5
1587,3,2,1,-2,3035.4992,LacdiNAc,0.0,0.925429770271897,20plus5,P4,P4-20plus5
1588,0,1,2,0,3037.4786,Bi,69.156128409792,0.925429770271897,20plus5,P4,P4-20plus5
1589,3,0,0,0,3041.4984,Tri,161.962000879497,0.925429770271897,20plus5,P4,P4-20plus5
1590,1,0,1,0,3054.4938,Tri,172.752116868331,0.987558302197857,20plus5,P4,P4-20plus5
1591,2,1,0,0,3112.5356,Tri,16.489490508065,0.964118747509573,20plus5,P4,P4-20plus5
1592,0,1,1,0,3125.531,Tri,9.45437144653227,0.959867176747837,20plus5,P4,P4-20plus5
1593,4,0,1,0,3127.5352,Bi,5.50360713474344,0.959867176747837,20plus5,P4,P4-20plus5
1594,2,0,2,0,3140.5306,Bi,35.5059165246751,0.993546277894206,20plus5,P4,P4-20plus5
1595,1,0,0,0,3142.5462,Tetra,36.7644137600902,0.993546277894206,20plus5,P4,P4-20plus5
1596,5,0,0,1,3144.5504,Bi,0.0,0.993546277894206,20plus5,P4,P4-20plus5
1597,2,3,0,0,3153.5622,Bi,5.86123341839722,0.983288795262985,20plus5,P4,P4-20plus5
1598,3,0,1,1,3157.5458,Bi,38.0476674579666,0.983288795262985,20plus5,P4,P4-20plus5
1599,1,1,2,0,3211.5678,Bi,884.911494808495,0.999743374313413,20plus5,P4,P4-20plus5
1600,0,1,0,0,3213.5834,Tetra,0.0,0.999743374313413,20plus5,P4,P4-20plus5
1601,4,0,0,0,3215.5876,Tri,80.839127478969,0.999743374313413,20plus5,P4,P4-20plus5
1602,0,0,2,0,3241.5784,Tri,88.6111225288888,0.935961785431737,20plus5,P4,P4-20plus5
1603,3,0,0,1,3245.5982,Tri,31.9288056230862,0.935961785431737,20plus5,P4,P4-20plus5
1604,4,2,0,0,3256.6142,Bi,14.4653854596314,0.985915429542648,20plus5,P4,P4-20plus5
1605,1,0,1,1,3258.5936,Tri,17.3485894055783,0.985915429542648,20plus5,P4,P4-20plus5
1606,3,1,0,0,3286.6248,Tri,11.1086099497953,0.921107752414727,20plus5,P4,P4-20plus5
1607,1,1,1,0,3299.6202,Tri,59.6081335469812,0.996015229563697,20plus5,P4,P4-20plus5
1608,3,0,2,0,3314.6198,Bi,23.0209179101999,0.989063523983386,20plus5,P4,P4-20plus5
1609,2,0,0,0,3316.6354,Tetra,26.8181343320923,0.989063523983386,20plus5,P4,P4-20plus5
1610,3,3,0,0,3327.6514,Bi,4.30448655740647,0.994362954193423,20plus5,P4,P4-20plus5
1611,0,0,1,0,3329.6308,Tetra,14.550826386645,0.994362954193423,20plus5,P4,P4-20plus5
1612,4,0,1,1,3331.635,Bi,13.8631498421921,0.994362954193423,20plus5,P4,P4-20plus5
1613,1,0,0,1,3346.646,Tetra,8.22584000242865,0.942151557824316,20plus5,P4,P4-20plus5
1614,5,0,0,2,3348.6502,Bi,2.52229483526589,0.942151557824316,20plus5,P4,P4-20plus5
1615,2,2,0,0,3357.662,Tri,6.99716739596563,0.989097361275912,20plus5,P4,P4-20plus5
1616,2,1,2,0,3385.657,Bi,13.512920086594,0.983584784709533,20plus5,P4,P4-20plus5
1617,1,1,0,0,3387.6726,Tetra,26.8327312990288,0.983584784709533,20plus5,P4,P4-20plus5
1618,5,0,0,0,3389.6768,Tri,45.3146401532697,0.983584784709533,20plus5,P4,P4-20plus5
1619,3,0,1,0,3402.6722,Tri,314.283261077354,0.994886367271967,20plus5,P4,P4-20plus5
1620,1,0,2,0,3415.6676,Tri,98.4929990695292,0.984082737147687,20plus5,P4,P4-20plus5
1621,0,0,0,0,3417.6832,Penta,33.2405967408539,0.984082737147687,20plus5,P4,P4-20plus5
1622,4,0,0,1,3419.6874,Tri,32.1675202869572,0.984082737147687,20plus5,P4,P4-20plus5
1623,5,2,0,0,3430.7034,Bi,11.4942008560516,0.991468206380582,20plus5,P4,P4-20plus5
1624,2,0,1,1,3432.6828,Tri,28.5340090173298,0.991468206380582,20plus5,P4,P4-20plus5
1625,4,1,0,0,3460.714,Tri,7.2002703272,0.919714396894819,20plus5,P4,P4-20plus5
1626,2,1,1,0,3473.7094,Tri,23.0541251963661,0.993383659610712,20plus5,P4,P4-20plus5
1627,0,1,2,0,3486.7048,Tri,5.5729438518383,0.957855212447419,20plus5,P4,P4-20plus5
1628,3,0,0,0,3490.7246,Tetra,24.9339688340822,0.957855212447419,20plus5,P4,P4-20plus5
1629,4,3,0,0,3501.7406,Bi,1.81687835011729,0.994146967592067,20plus5,P4,P4-20plus5
1630,1,0,1,0,3503.72,Tetra,34.1881382266128,0.994146967592067,20plus5,P4,P4-20plus5
1631,3,1,2,0,3559.7462,Bi,2.37331501114714,0.983928630412935,20plus5,P4,P4-20plus5
1632,2,1,0,0,3561.7618,Tetra,9.92545583049864,0.983928630412935,20plus5,P4,P4-20plus5
1633,6,0,0,0,3563.766,Tri,39.8907704612665,0.983928630412935,20plus5,P4,P4-20plus5
1634,2,0,2,0,3589.7568,Tri,30.5372730122681,0.991899910383644,20plus5,P4,P4-20plus5
1635,1,0,0,0,3591.7724,Penta,12.4265472076223,0.991899910383644,20plus5,P4,P4-20plus5
1636,5,0,0,1,3593.7766,Tri,9.95162259079864,0.991899910383644,20plus5,P4,P4-20plus5
1637,0,0,3,0,3602.7522,Tri,120.351217021799,0.993928324799311,20plus5,P4,P4-20plus5
1638,3,0,1,1,3606.772,Tri,13.3403877724175,0.993928324799311,20plus5,P4,P4-20plus5
1639,4,2,1,0,3617.788,Bi,11.7509516419487,0.966015418337619,20plus5,P4,P4-20plus5
1640,1,0,2,1,3619.7674,Tri,10.0812784560274,0.966015418337619,20plus5,P4,P4-20plus5
